amfi_code,scheme_name,nav_date,nav
100001,HDFC Large Cap Fund - Direct Plan,2024-02-15,99.9569
100001,HDFC Large Cap Fund - Direct Plan,2024-02-16,100.9414
100001,HDFC Large Cap Fund - Direct Plan,2024-02-17,101.1482
100001,HDFC Large Cap Fund - Direct Plan,2024-02-19,101.8921
100001,HDFC Large Cap Fund - Direct Plan,2024-02-20,101.1001
100001,HDFC Large Cap Fund - Direct Plan,2024-02-21,99.8499
100001,HDFC Large Cap Fund - Direct Plan,2024-02-22,100.4979
100001,HDFC Large Cap Fund - Direct Plan,2024-02-23,100.0954
100001,HDFC Large Cap Fund - Direct Plan,2024-02-26,99.047
100001,HDFC Large Cap Fund - Direct Plan,2024-02-27,98.379
100001,HDFC Large Cap Fund - Direct Plan,2024-02-28,97.5187
100001,HDFC Large Cap Fund - Direct Plan,2024-02-29,97.6528
100001,HDFC Large Cap Fund - Direct Plan,2024-03-03,98.8633
100001,HDFC Large Cap Fund - Direct Plan,2024-03-04,102.9372
100001,HDFC Large Cap Fund - Direct Plan,2024-03-05,100.2318
100001,HDFC Large Cap Fund - Direct Plan,2024-03-06,100.0957
100001,HDFC Large Cap Fund - Direct Plan,2024-03-07,99.6265
100001,HDFC Large Cap Fund - Direct Plan,2024-03-13,98.9425
100001,HDFC Large Cap Fund - Direct Plan,2024-03-14,99.906
100001,HDFC Large Cap Fund - Direct Plan,2024-03-15,99.2181
100001,HDFC Large Cap Fund - Direct Plan,2024-03-18,99.9105
100001,HDFC Large Cap Fund - Direct Plan,2024-03-19,100.1775
100001,HDFC Large Cap Fund - Direct Plan,2024-03-20,99.3758
100001,HDFC Large Cap Fund - Direct Plan,2024-03-21,99.3453
100001,HDFC Large Cap Fund - Direct Plan,2024-03-22,100.1484
100001,HDFC Large Cap Fund - Direct Plan,2024-03-25,100.8159
100001,HDFC Large Cap Fund - Direct Plan,2024-03-26,102.0522
100001,HDFC Large Cap Fund - Direct Plan,2024-03-27,102.3589
100001,HDFC Large Cap Fund - Direct Plan,2024-03-28,105.1511
100001,HDFC Large Cap Fund - Direct Plan,2024-03-29,104.4084
100001,HDFC Large Cap Fund - Direct Plan,2024-04-01,104.1068
100001,HDFC Large Cap Fund - Direct Plan,2024-04-03,99.6003
100001,HDFC Large Cap Fund - Direct Plan,2024-04-04,103.8265
100001,HDFC Large Cap Fund - Direct Plan,2024-04-05,104.6082
100001,HDFC Large Cap Fund - Direct Plan,2024-04-08,104.6555
100001,HDFC Large Cap Fund - Direct Plan,2024-04-09,114.2503
100001,HDFC Large Cap Fund - Direct Plan,2024-04-10,121.9377
100001,HDFC Large Cap Fund - Direct Plan,2024-04-11,122.4655
100001,HDFC Large Cap Fund - Direct Plan,2024-04-12,130.9292
100001,HDFC Large Cap Fund - Direct Plan,2024-04-13,102.9004
100001,HDFC Large Cap Fund - Direct Plan,2024-04-15,102.5798
100001,HDFC Large Cap Fund - Direct Plan,2024-04-16,103.0221
100001,HDFC Large Cap Fund - Direct Plan,2024-04-17,104.0076
100001,HDFC Large Cap Fund - Direct Plan,2024-04-18,104.2527
100001,HDFC Large Cap Fund - Direct Plan,2024-04-19,104.5463
100001,HDFC Large Cap Fund - Direct Plan,2024-04-22,105.725
100001,HDFC Large Cap Fund - Direct Plan,2024-04-23,105.9052
100001,HDFC Large Cap Fund - Direct Plan,2024-04-24,105.675
100001,HDFC Large Cap Fund - Direct Plan,2024-04-25,106.2757
100001,HDFC Large Cap Fund - Direct Plan,2024-04-26,106.0894
100001,HDFC Large Cap Fund - Direct Plan,2024-04-29,105.8091
100001,HDFC Large Cap Fund - Direct Plan,2024-04-30,106.919
100001,HDFC Large Cap Fund - Direct Plan,2024-05-01,103.0929
100001,HDFC Large Cap Fund - Direct Plan,2024-05-02,103.0929
100001,HDFC Large Cap Fund - Direct Plan,2024-05-03,104.787
100001,HDFC Large Cap Fund - Direct Plan,2024-05-06,99.4963
100001,HDFC Large Cap Fund - Direct Plan,2024-05-08,104.6856
100001,HDFC Large Cap Fund - Direct Plan,2024-05-09,104.578
100001,HDFC Large Cap Fund - Direct Plan,2024-05-12,129.5787
100001,HDFC Large Cap Fund - Direct Plan,2024-05-13,103.1253
100001,HDFC Large Cap Fund - Direct Plan,2024-05-14,102.3782
100001,HDFC Large Cap Fund - Direct Plan,2024-05-15,103.5588
100001,HDFC Large Cap Fund - Direct Plan,2024-05-16,103.5745
100001,HDFC Large Cap Fund - Direct Plan,2024-05-17,102.2189
100001,HDFC Large Cap Fund - Direct Plan,2024-05-20,101.3725
100001,HDFC Large Cap Fund - Direct Plan,2024-05-21,100.5979
100001,HDFC Large Cap Fund - Direct Plan,2024-05-22,100.7105
100001,HDFC Large Cap Fund - Direct Plan,2024-05-23,100.3921
100001,HDFC Large Cap Fund - Direct Plan,2024-05-24,99.8929
100001,HDFC Large Cap Fund - Direct Plan,2024-05-27,99.926
100001,HDFC Large Cap Fund - Direct Plan,2024-05-28,100.3379
100001,HDFC Large Cap Fund - Direct Plan,2024-05-29,100.16
100001,HDFC Large Cap Fund - Direct Plan,2024-05-30,99.7296
100001,HDFC Large Cap Fund - Direct Plan,2024-05-31,99.4232
100001,HDFC Large Cap Fund - Direct Plan,2024-06-01,99.7233
100001,HDFC Large Cap Fund - Direct Plan,2024-06-02,98.119
100001,HDFC Large Cap Fund - Direct Plan,2024-06-03,99.7474
100001,HDFC Large Cap Fund - Direct Plan,2024-06-04,100.3896
100001,HDFC Large Cap Fund - Direct Plan,2024-06-05,104.4869
100001,HDFC Large Cap Fund - Direct Plan,2024-06-06,98.909
100001,HDFC Large Cap Fund - Direct Plan,2024-06-07,99.5504
100001,HDFC Large Cap Fund - Direct Plan,2024-06-08,110.9045
100001,HDFC Large Cap Fund - Direct Plan,2024-06-10,98.9417
100001,HDFC Large Cap Fund - Direct Plan,2024-06-11,100.0669
100001,HDFC Large Cap Fund - Direct Plan,2024-06-12,131.5288
100001,HDFC Large Cap Fund - Direct Plan,2024-06-13,102.3797
100001,HDFC Large Cap Fund - Direct Plan,2024-06-14,101.6891
100001,HDFC Large Cap Fund - Direct Plan,2024-06-17,101.7822
100001,HDFC Large Cap Fund - Direct Plan,2024-06-18,101.4109
100001,HDFC Large Cap Fund - Direct Plan,2024-06-19,102.1903
100001,HDFC Large Cap Fund - Direct Plan,2024-06-20,103.6161
100001,HDFC Large Cap Fund - Direct Plan,2024-06-21,104.3714
100001,HDFC Large Cap Fund - Direct Plan,2024-06-22,104.4103
100001,HDFC Large Cap Fund - Direct Plan,2024-06-24,104.1363
100001,HDFC Large Cap Fund - Direct Plan,2024-06-25,104.7083
100001,HDFC Large Cap Fund - Direct Plan,2024-06-26,103.7153
100001,HDFC Large Cap Fund - Direct Plan,2024-06-27,104.1915
100001,HDFC Large Cap Fund - Direct Plan,2024-06-28,103.4603
100001,HDFC Large Cap Fund - Direct Plan,2024-07-01,104.0049
100001,HDFC Large Cap Fund - Direct Plan,2024-07-02,103.9022
100001,HDFC Large Cap Fund - Direct Plan,2024-07-03,103.6107
100001,HDFC Large Cap Fund - Direct Plan,2024-07-04,102.9078
100001,HDFC Large Cap Fund - Direct Plan,2024-07-05,104.2765
100001,HDFC Large Cap Fund - Direct Plan,2024-07-08,103.1324
100001,HDFC Large Cap Fund - Direct Plan,2024-07-09,104.0246
100001,HDFC Large Cap Fund - Direct Plan,2024-07-10,122.8248
100001,HDFC Large Cap Fund - Direct Plan,2024-07-11,124.1915
100001,HDFC Large Cap Fund - Direct Plan,2024-07-12,107.8435
100001,HDFC Large Cap Fund - Direct Plan,2024-07-15,107.5959
100001,HDFC Large Cap Fund - Direct Plan,2024-07-16,107.451
100001,HDFC Large Cap Fund - Direct Plan,2024-07-17,106.2454
100001,HDFC Large Cap Fund - Direct Plan,2024-07-18,106.2454
100001,HDFC Large Cap Fund - Direct Plan,2024-07-19,108.4368
100001,HDFC Large Cap Fund - Direct Plan,2024-07-22,107.7171
100001,HDFC Large Cap Fund - Direct Plan,2024-07-23,108.2816
100001,HDFC Large Cap Fund - Direct Plan,2024-07-24,109.3684
100001,HDFC Large Cap Fund - Direct Plan,2024-07-25,109.5992
100001,HDFC Large Cap Fund - Direct Plan,2024-07-26,110.3751
100001,HDFC Large Cap Fund - Direct Plan,2024-07-29,110.5626
100001,HDFC Large Cap Fund - Direct Plan,2024-07-30,109.5194
100001,HDFC Large Cap Fund - Direct Plan,2024-07-31,110.4717
100001,HDFC Large Cap Fund - Direct Plan,2024-08-01,111.6759
100001,HDFC Large Cap Fund - Direct Plan,2024-08-02,112.3656
100001,HDFC Large Cap Fund - Direct Plan,2024-08-03,98.4544
100001,HDFC Large Cap Fund - Direct Plan,2024-08-05,111.5413
100001,HDFC Large Cap Fund - Direct Plan,2024-08-07,109.9348
100001,HDFC Large Cap Fund - Direct Plan,2024-08-08,110.6449
100001,HDFC Large Cap Fund - Direct Plan,2024-08-10,124.274
100001,HDFC Large Cap Fund - Direct Plan,2024-08-11,112.2141
100001,HDFC Large Cap Fund - Direct Plan,2024-08-12,113.0921
100001,HDFC Large Cap Fund - Direct Plan,2024-08-13,112.341
100001,HDFC Large Cap Fund - Direct Plan,2024-08-14,112.5058
100001,HDFC Large Cap Fund - Direct Plan,2024-08-15,111.3066
100001,HDFC Large Cap Fund - Direct Plan,2024-08-16,110.6528
100001,HDFC Large Cap Fund - Direct Plan,2024-08-19,111.4638
100001,HDFC Large Cap Fund - Direct Plan,2024-08-20,111.2836
100001,HDFC Large Cap Fund - Direct Plan,2024-08-21,112.3936
100001,HDFC Large Cap Fund - Direct Plan,2024-08-22,112.9111
100001,HDFC Large Cap Fund - Direct Plan,2024-08-23,115.4149
100001,HDFC Large Cap Fund - Direct Plan,2024-08-26,115.5361
100001,HDFC Large Cap Fund - Direct Plan,2024-08-27,115.5361
100001,HDFC Large Cap Fund - Direct Plan,2024-08-28,114.2735
100001,HDFC Large Cap Fund - Direct Plan,2024-08-29,113.4275
100001,HDFC Large Cap Fund - Direct Plan,2024-08-30,114.3482
100001,HDFC Large Cap Fund - Direct Plan,2024-09-02,114.4209
100001,HDFC Large Cap Fund - Direct Plan,2024-09-03,114.3296
100001,HDFC Large Cap Fund - Direct Plan,2024-09-05,114.9613
100001,HDFC Large Cap Fund - Direct Plan,2024-09-06,114.5796
100001,HDFC Large Cap Fund - Direct Plan,2024-09-08,111.8009
100001,HDFC Large Cap Fund - Direct Plan,2024-09-09,116.3255
100001,HDFC Large Cap Fund - Direct Plan,2024-09-13,115.4654
100001,HDFC Large Cap Fund - Direct Plan,2024-09-15,115.5855
100001,HDFC Large Cap Fund - Direct Plan,2024-09-16,116.2028
100001,HDFC Large Cap Fund - Direct Plan,2024-09-17,117.8765
100001,HDFC Large Cap Fund - Direct Plan,2024-09-18,118.1296
100001,HDFC Large Cap Fund - Direct Plan,2024-09-19,117.4006
100001,HDFC Large Cap Fund - Direct Plan,2024-09-20,118.429
100001,HDFC Large Cap Fund - Direct Plan,2024-09-23,118.5132
100001,HDFC Large Cap Fund - Direct Plan,2024-09-24,119.3759
100001,HDFC Large Cap Fund - Direct Plan,2024-09-25,120.4299
100001,HDFC Large Cap Fund - Direct Plan,2024-09-26,119.5421
100001,HDFC Large Cap Fund - Direct Plan,2024-09-27,119.5421
100001,HDFC Large Cap Fund - Direct Plan,2024-09-30,121.8113
100001,HDFC Large Cap Fund - Direct Plan,2024-10-01,101.5268
100001,HDFC Large Cap Fund - Direct Plan,2024-10-02,121.5911
100001,HDFC Large Cap Fund - Direct Plan,2024-10-03,121.8778
100001,HDFC Large Cap Fund - Direct Plan,2024-10-05,104.7892
100001,HDFC Large Cap Fund - Direct Plan,2024-10-09,116.042
100001,HDFC Large Cap Fund - Direct Plan,2024-10-10,125.6794
100001,HDFC Large Cap Fund - Direct Plan,2024-10-11,126.7107
100001,HDFC Large Cap Fund - Direct Plan,2024-10-14,126.9842
100001,HDFC Large Cap Fund - Direct Plan,2024-10-15,127.2013
100001,HDFC Large Cap Fund - Direct Plan,2024-10-16,126.0666
100001,HDFC Large Cap Fund - Direct Plan,2024-10-17,124.5908
100001,HDFC Large Cap Fund - Direct Plan,2024-10-18,124.7927
100001,HDFC Large Cap Fund - Direct Plan,2024-10-21,123.9756
100001,HDFC Large Cap Fund - Direct Plan,2024-10-22,123.9735
100001,HDFC Large Cap Fund - Direct Plan,2024-10-23,123.4804
100001,HDFC Large Cap Fund - Direct Plan,2024-10-24,121.7507
100001,HDFC Large Cap Fund - Direct Plan,2024-10-25,122.1353
100001,HDFC Large Cap Fund - Direct Plan,2024-10-28,121.7669
100001,HDFC Large Cap Fund - Direct Plan,2024-10-29,121.8815
100001,HDFC Large Cap Fund - Direct Plan,2024-10-30,121.0472
100001,HDFC Large Cap Fund - Direct Plan,2024-10-31,120.7593
100001,HDFC Large Cap Fund - Direct Plan,2024-11-01,99.4353
100001,HDFC Large Cap Fund - Direct Plan,2024-11-03,99.35
100001,HDFC Large Cap Fund - Direct Plan,2024-11-05,123.0406
100001,HDFC Large Cap Fund - Direct Plan,2024-11-06,121.8266
100001,HDFC Large Cap Fund - Direct Plan,2024-11-07,105.6654
100001,HDFC Large Cap Fund - Direct Plan,2024-11-08,126.0603
100001,HDFC Large Cap Fund - Direct Plan,2024-11-09,115.2172
100001,HDFC Large Cap Fund - Direct Plan,2024-11-11,127.4731
100001,HDFC Large Cap Fund - Direct Plan,2024-11-12,128.3565
100001,HDFC Large Cap Fund - Direct Plan,2024-11-13,128.4106
100001,HDFC Large Cap Fund - Direct Plan,2024-11-14,128.9032
100001,HDFC Large Cap Fund - Direct Plan,2024-11-15,130.0226
100001,HDFC Large Cap Fund - Direct Plan,2024-11-18,129.4078
100001,HDFC Large Cap Fund - Direct Plan,2024-11-19,128.9865
100001,HDFC Large Cap Fund - Direct Plan,2024-11-20,127.3028
100001,HDFC Large Cap Fund - Direct Plan,2024-11-21,126.555
100001,HDFC Large Cap Fund - Direct Plan,2024-11-22,128.2749
100001,HDFC Large Cap Fund - Direct Plan,2024-11-25,127.9704
100001,HDFC Large Cap Fund - Direct Plan,2024-11-26,127.6834
100001,HDFC Large Cap Fund - Direct Plan,2024-11-27,128.0462
100001,HDFC Large Cap Fund - Direct Plan,2024-11-28,126.4331
100001,HDFC Large Cap Fund - Direct Plan,2024-11-29,127.4273
100001,HDFC Large Cap Fund - Direct Plan,2024-12-02,128.7565
100001,HDFC Large Cap Fund - Direct Plan,2024-12-03,99.2386
100001,HDFC Large Cap Fund - Direct Plan,2024-12-04,103.0443
100001,HDFC Large Cap Fund - Direct Plan,2024-12-06,101.2218
100001,HDFC Large Cap Fund - Direct Plan,2024-12-09,114.7789
100001,HDFC Large Cap Fund - Direct Plan,2024-12-10,114.7789
100001,HDFC Large Cap Fund - Direct Plan,2024-12-11,129.2922
100001,HDFC Large Cap Fund - Direct Plan,2024-12-12,131.2673
100001,HDFC Large Cap Fund - Direct Plan,2024-12-13,131.2862
100001,HDFC Large Cap Fund - Direct Plan,2024-12-16,130.3461
100001,HDFC Large Cap Fund - Direct Plan,2024-12-17,129.0349
100001,HDFC Large Cap Fund - Direct Plan,2024-12-18,128.9651
100001,HDFC Large Cap Fund - Direct Plan,2024-12-19,126.9456
100001,HDFC Large Cap Fund - Direct Plan,2024-12-20,125.6632
100001,HDFC Large Cap Fund - Direct Plan,2024-12-23,127.2522
100001,HDFC Large Cap Fund - Direct Plan,2024-12-24,128.6374
100001,HDFC Large Cap Fund - Direct Plan,2024-12-25,128.5439
100001,HDFC Large Cap Fund - Direct Plan,2024-12-26,128.1036
100001,HDFC Large Cap Fund - Direct Plan,2024-12-27,128.202
100001,HDFC Large Cap Fund - Direct Plan,2024-12-30,130.6486
100001,HDFC Large Cap Fund - Direct Plan,2024-12-31,131.111
100001,HDFC Large Cap Fund - Direct Plan,2025-01-01,132.1046
100001,HDFC Large Cap Fund - Direct Plan,2025-01-03,132.0341
100001,HDFC Large Cap Fund - Direct Plan,2025-01-05,151.4265
100001,HDFC Large Cap Fund - Direct Plan,2025-01-06,132.7573
100001,HDFC Large Cap Fund - Direct Plan,2025-01-08,166.2657
100001,HDFC Large Cap Fund - Direct Plan,2025-01-09,132.334
100001,HDFC Large Cap Fund - Direct Plan,2025-01-10,131.7225
100001,HDFC Large Cap Fund - Direct Plan,2025-01-12,154.344
100001,HDFC Large Cap Fund - Direct Plan,2025-01-13,133.9868
100001,HDFC Large Cap Fund - Direct Plan,2025-01-14,134.7633
100001,HDFC Large Cap Fund - Direct Plan,2025-01-15,134.8802
100001,HDFC Large Cap Fund - Direct Plan,2025-01-16,135.3947
100001,HDFC Large Cap Fund - Direct Plan,2025-01-17,135.3178
100001,HDFC Large Cap Fund - Direct Plan,2025-01-20,134.8318
100001,HDFC Large Cap Fund - Direct Plan,2025-01-21,135.0962
100001,HDFC Large Cap Fund - Direct Plan,2025-01-22,136.0932
100001,HDFC Large Cap Fund - Direct Plan,2025-01-23,135.6283
100001,HDFC Large Cap Fund - Direct Plan,2025-01-24,134.9938
100001,HDFC Large Cap Fund - Direct Plan,2025-01-27,134.6504
100001,HDFC Large Cap Fund - Direct Plan,2025-01-28,135.7163
100001,HDFC Large Cap Fund - Direct Plan,2025-01-29,137.3341
100001,HDFC Large Cap Fund - Direct Plan,2025-01-30,137.773
100001,HDFC Large Cap Fund - Direct Plan,2025-01-31,138.4551
100001,HDFC Large Cap Fund - Direct Plan,2025-02-01,131.9303
100001,HDFC Large Cap Fund - Direct Plan,2025-02-03,137.7991
100001,HDFC Large Cap Fund - Direct Plan,2025-02-05,139.4613
100001,HDFC Large Cap Fund - Direct Plan,2025-02-06,138.7109
100001,HDFC Large Cap Fund - Direct Plan,2025-02-07,156.4997
100001,HDFC Large Cap Fund - Direct Plan,2025-02-09,163.172
100001,HDFC Large Cap Fund - Direct Plan,2025-02-10,159.9614
100001,HDFC Large Cap Fund - Direct Plan,2025-02-12,136.083
100001,HDFC Large Cap Fund - Direct Plan,2025-02-13,137.8144
100001,HDFC Large Cap Fund - Direct Plan,2025-02-14,137.3712
100001,HDFC Large Cap Fund - Direct Plan,2025-02-17,136.9641
100001,HDFC Large Cap Fund - Direct Plan,2025-02-18,137.2918
100001,HDFC Large Cap Fund - Direct Plan,2025-02-19,137.3464
100001,HDFC Large Cap Fund - Direct Plan,2025-02-20,138.4105
100001,HDFC Large Cap Fund - Direct Plan,2025-02-21,137.8727
100001,HDFC Large Cap Fund - Direct Plan,2025-02-24,138.9609
100001,HDFC Large Cap Fund - Direct Plan,2025-02-25,138.7367
100001,HDFC Large Cap Fund - Direct Plan,2025-02-26,139.7261
100001,HDFC Large Cap Fund - Direct Plan,2025-02-27,139.465
100001,HDFC Large Cap Fund - Direct Plan,2025-02-28,138.8228
100001,HDFC Large Cap Fund - Direct Plan,2025-03-03,140.9883
100001,HDFC Large Cap Fund - Direct Plan,2025-03-04,142.2321
100001,HDFC Large Cap Fund - Direct Plan,2025-03-05,140.2356
100001,HDFC Large Cap Fund - Direct Plan,2025-03-06,139.7765
100001,HDFC Large Cap Fund - Direct Plan,2025-03-07,141.1658
100001,HDFC Large Cap Fund - Direct Plan,2025-03-11,160.5203
100001,HDFC Large Cap Fund - Direct Plan,2025-03-13,140.8051
100001,HDFC Large Cap Fund - Direct Plan,2025-03-14,140.8374
100001,HDFC Large Cap Fund - Direct Plan,2025-03-17,138.5248
100001,HDFC Large Cap Fund - Direct Plan,2025-03-18,140.5283
100001,HDFC Large Cap Fund - Direct Plan,2025-03-19,140.223
100001,HDFC Large Cap Fund - Direct Plan,2025-03-20,141.1668
100001,HDFC Large Cap Fund - Direct Plan,2025-03-21,141.9024
100001,HDFC Large Cap Fund - Direct Plan,2025-03-24,141.9024
100001,HDFC Large Cap Fund - Direct Plan,2025-03-25,143.0321
100001,HDFC Large Cap Fund - Direct Plan,2025-03-26,143.3082
100001,HDFC Large Cap Fund - Direct Plan,2025-03-27,143.3082
100001,HDFC Large Cap Fund - Direct Plan,2025-03-28,145.0405
100001,HDFC Large Cap Fund - Direct Plan,2025-03-31,146.4235
100001,HDFC Large Cap Fund - Direct Plan,2025-04-01,145.9082
100001,HDFC Large Cap Fund - Direct Plan,2025-04-02,138.807
100001,HDFC Large Cap Fund - Direct Plan,2025-04-03,146.7998
100001,HDFC Large Cap Fund - Direct Plan,2025-04-04,144.4515
100001,HDFC Large Cap Fund - Direct Plan,2025-04-07,146.3092
100001,HDFC Large Cap Fund - Direct Plan,2025-04-10,145.2843
100001,HDFC Large Cap Fund - Direct Plan,2025-04-11,145.2719
100001,HDFC Large Cap Fund - Direct Plan,2025-04-14,146.7928
100001,HDFC Large Cap Fund - Direct Plan,2025-04-15,147.7421
100001,HDFC Large Cap Fund - Direct Plan,2025-04-16,148.3687
100001,HDFC Large Cap Fund - Direct Plan,2025-04-17,148.5187
100001,HDFC Large Cap Fund - Direct Plan,2025-04-18,146.8457
100001,HDFC Large Cap Fund - Direct Plan,2025-04-21,145.8981
100001,HDFC Large Cap Fund - Direct Plan,2025-04-22,145.5413
100001,HDFC Large Cap Fund - Direct Plan,2025-04-23,146.1178
100001,HDFC Large Cap Fund - Direct Plan,2025-04-24,146.2431
100001,HDFC Large Cap Fund - Direct Plan,2025-04-25,147.4376
100001,HDFC Large Cap Fund - Direct Plan,2025-04-28,148.0405
100001,HDFC Large Cap Fund - Direct Plan,2025-04-29,148.1492
100001,HDFC Large Cap Fund - Direct Plan,2025-04-30,150.8909
100001,HDFC Large Cap Fund - Direct Plan,2025-05-05,153.2401
100001,HDFC Large Cap Fund - Direct Plan,2025-05-07,157.0525
100001,HDFC Large Cap Fund - Direct Plan,2025-05-08,156.9602
100001,HDFC Large Cap Fund - Direct Plan,2025-05-09,158.2333
100001,HDFC Large Cap Fund - Direct Plan,2025-05-10,156.4416
100001,HDFC Large Cap Fund - Direct Plan,2025-05-13,157.3183
100001,HDFC Large Cap Fund - Direct Plan,2025-05-14,155.6601
100001,HDFC Large Cap Fund - Direct Plan,2025-05-15,156.9927
100001,HDFC Large Cap Fund - Direct Plan,2025-05-16,154.7664
100001,HDFC Large Cap Fund - Direct Plan,2025-05-19,152.4446
100001,HDFC Large Cap Fund - Direct Plan,2025-05-20,152.9324
100001,HDFC Large Cap Fund - Direct Plan,2025-05-21,153.6773
100001,HDFC Large Cap Fund - Direct Plan,2025-05-22,154.9166
100001,HDFC Large Cap Fund - Direct Plan,2025-05-23,155.8826
100001,HDFC Large Cap Fund - Direct Plan,2025-05-26,157.7708
100001,HDFC Large Cap Fund - Direct Plan,2025-05-27,158.702
100001,HDFC Large Cap Fund - Direct Plan,2025-05-28,158.5816
100001,HDFC Large Cap Fund - Direct Plan,2025-05-29,158.5816
100001,HDFC Large Cap Fund - Direct Plan,2025-05-30,158.2254
100001,HDFC Large Cap Fund - Direct Plan,2025-06-02,158.6469
100001,HDFC Large Cap Fund - Direct Plan,2025-06-04,157.778
100001,HDFC Large Cap Fund - Direct Plan,2025-06-05,154.7576
100001,HDFC Large Cap Fund - Direct Plan,2025-06-06,158.1114
100001,HDFC Large Cap Fund - Direct Plan,2025-06-09,158.5114
100001,HDFC Large Cap Fund - Direct Plan,2025-06-10,158.8248
100001,HDFC Large Cap Fund - Direct Plan,2025-06-12,154.2872
100001,HDFC Large Cap Fund - Direct Plan,2025-06-13,154.265
100001,HDFC Large Cap Fund - Direct Plan,2025-06-16,154.6314
100001,HDFC Large Cap Fund - Direct Plan,2025-06-17,155.0518
100001,HDFC Large Cap Fund - Direct Plan,2025-06-18,156.979
100001,HDFC Large Cap Fund - Direct Plan,2025-06-19,157.4185
100001,HDFC Large Cap Fund - Direct Plan,2025-06-20,157.0716
100001,HDFC Large Cap Fund - Direct Plan,2025-06-23,155.1093
100001,HDFC Large Cap Fund - Direct Plan,2025-06-24,153.4575
100001,HDFC Large Cap Fund - Direct Plan,2025-06-25,154.161
100001,HDFC Large Cap Fund - Direct Plan,2025-06-26,155.5151
100001,HDFC Large Cap Fund - Direct Plan,2025-06-27,157.4794
100001,HDFC Large Cap Fund - Direct Plan,2025-06-30,156.4836
100001,HDFC Large Cap Fund - Direct Plan,2025-07-01,132.931
100001,HDFC Large Cap Fund - Direct Plan,2025-07-03,159.11
100001,HDFC Large Cap Fund - Direct Plan,2025-07-04,159.3039
100001,HDFC Large Cap Fund - Direct Plan,2025-07-07,161.3287
100001,HDFC Large Cap Fund - Direct Plan,2025-07-08,167.5709
100001,HDFC Large Cap Fund - Direct Plan,2025-07-09,163.1359
100001,HDFC Large Cap Fund - Direct Plan,2025-07-10,157.8426
100001,HDFC Large Cap Fund - Direct Plan,2025-07-11,164.7925
100001,HDFC Large Cap Fund - Direct Plan,2025-07-14,163.4968
100001,HDFC Large Cap Fund - Direct Plan,2025-07-15,163.1938
100001,HDFC Large Cap Fund - Direct Plan,2025-07-16,165.1868
100001,HDFC Large Cap Fund - Direct Plan,2025-07-17,166.3964
100001,HDFC Large Cap Fund - Direct Plan,2025-07-18,165.8691
100001,HDFC Large Cap Fund - Direct Plan,2025-07-21,165.4646
100001,HDFC Large Cap Fund - Direct Plan,2025-07-22,163.2231
100001,HDFC Large Cap Fund - Direct Plan,2025-07-23,165.158
100001,HDFC Large Cap Fund - Direct Plan,2025-07-24,166.3783
100001,HDFC Large Cap Fund - Direct Plan,2025-07-25,166.2458
100001,HDFC Large Cap Fund - Direct Plan,2025-07-28,166.5618
100001,HDFC Large Cap Fund - Direct Plan,2025-07-29,163.7191
100001,HDFC Large Cap Fund - Direct Plan,2025-07-30,163.1307
100001,HDFC Large Cap Fund - Direct Plan,2025-07-31,164.9212
