transaction_id,investor_id,amfi_code,transaction_type,amount,transaction_date,kyc_status,state
TXN109580,INV3135,100011,Lumpsum,296947.53,2025-10-15,Pending,Maharashtra
TXN103645,INV1063,100004,Lumpsum,174255.46,2025-07-27,Verified,Telangana
TXN109086,INV2811,100016,SIP,6853.46,2025-11-04,Verified,Uttar Pradesh
TXN110461,INV3468,100021,SIP,21888.16,2024-12-06,Verified,Uttar Pradesh
TXN109335,INV1758,100009,SIP,21053.84,2025-11-28,Pending,Delhi
TXN102712,INV4942,100015,Lumpsum,322292.09,2026-04-01,Pending,Delhi
TXN104728,INV2926,100016,Lumpsum,109255.19,2025-12-17,Verified,Delhi
TXN111651,INV2564,100002,SIP,6040.6,2024-12-31,Verified,Telangana
TXN109297,INV1429,100020,Redemption,166956.07,2024-03-10,Verified,Delhi
TXN106357,INV1737,100015,Redemption,226605.97,2025-04-22,Pending,Rajasthan
TXN107238,INV1923,100025,SIP,8611.33,2025-05-22,Verified,Gujarat
TXN111218,INV4373,100010,Lumpsum,151187.62,2024-02-05,Rejected,Kerala
TXN108014,INV2822,100025,SIP,9535.28,2025-05-11,Verified,Tamil Nadu
TXN105265,INV4616,100005,SIP,1183.79,2025-06-15,Verified,Delhi
TXN106374,INV4885,100022,SIP,9990.38,2024-10-29,Verified,Gujarat
TXN105398,INV4583,100022,Lumpsum,167329.64,2025-05-31,Verified,Uttar Pradesh
TXN113773,INV4674,100016,SIP,3701.39,2026-02-28,Verified,Rajasthan
TXN100485,INV3700,100020,SIP,20572.48,2024-02-18,Verified,Rajasthan
TXN105640,INV4319,100016,SIP,8799.35,2024-12-12,Verified,Telangana
TXN109111,INV4054,100001,SIP,11211.89,2026-01-18,Verified,Karnataka
TXN113624,INV4060,100016,Lumpsum,298399.15,2024-04-11,Verified,Rajasthan
TXN103834,INV2979,100025,SIP,4857.83,2025-07-26,Verified,Telangana
TXN113039,INV2506,100010,SIP,17711.74,2025-06-10,Verified,West Bengal
TXN104746,INV1713,100020,Lumpsum,163061.84,2025-04-26,Verified,Rajasthan
TXN105950,INV4973,100014,Lumpsum,186665.86,2024-01-02,Verified,Rajasthan
TXN111092,INV2669,100019,SIP,7055.4,2026-03-13,Verified,West Bengal
TXN101978,INV1298,100002,SIP,22682.13,2025-04-28,Verified,Delhi
TXN105086,INV3705,100016,SIP,774.43,2024-12-02,Verified,Delhi
TXN112742,INV2638,100003,SIP,9258.2,2024-10-11,Verified,Uttar Pradesh
TXN110788,INV2270,100025,Redemption,273958.19,2025-07-30,Verified,West Bengal
TXN111515,INV2326,100014,Lumpsum,275229.75,2024-10-24,Pending,Karnataka
TXN107759,INV2098,100017,SIP,7192.58,2025-05-15,Verified,Telangana
TXN113294,INV4781,100010,Redemption,245341.74,2025-04-01,Verified,Karnataka
TXN100799,INV4053,100008,SIP,9202.81,2024-03-23,Verified,Uttar Pradesh
TXN113653,INV1696,100023,Lumpsum,432741.32,2024-08-23,Verified,Gujarat
TXN107609,INV1166,100021,Redemption,98713.05,2024-03-15,Verified,Kerala
TXN109774,INV4555,100022,Lumpsum,120699.09,2024-01-31,Verified,Uttar Pradesh
TXN114017,INV3072,100018,Lumpsum,67766.27,2024-11-26,Pending,Gujarat
TXN107089,INV4037,100004,Redemption,32832.68,2026-05-24,Verified,Gujarat
TXN114255,INV2699,100005,Lumpsum,245308.71,2025-06-22,Verified,Delhi
TXN111417,INV2380,100022,SIP,5535.78,2024-01-18,Verified,Tamil Nadu
TXN103549,INV3551,100004,Lumpsum,39125.6,2025-10-04,Pending,Tamil Nadu
TXN101333,INV4697,100020,SIP,15936.79,2024-10-15,Verified,Telangana
TXN109867,INV2429,100010,Lumpsum,160281.86,2024-01-01,Verified,Delhi
TXN102338,INV4619,100004,Lumpsum,426478.15,2024-01-05,Pending,Rajasthan
TXN102657,INV2396,100001,SIP,9651.35,2025-07-31,Verified,West Bengal
TXN109938,INV3727,100017,SIP,22873.02,2025-03-10,Verified,Rajasthan
TXN112463,INV1179,100019,Lumpsum,252432.25,2024-08-03,Verified,West Bengal
TXN101858,INV2207,100024,Lumpsum,247532.76,2024-09-30,Verified,Karnataka
TXN105307,INV1629,100025,SIP,4639.75,2024-11-20,Verified,Uttar Pradesh
TXN108964,INV3511,100024,Lumpsum,483752.21,2024-10-31,Verified,Telangana
TXN107130,INV1727,100006,SIP,7155.84,2025-05-23,Verified,Maharashtra
TXN101002,INV4592,100014,Redemption,283396.22,2025-05-31,Verified,Gujarat
TXN105503,INV4470,100016,Lumpsum,89818.37,2025-07-22,Pending,Tamil Nadu
TXN102972,INV4696,100024,Lumpsum,268944.4,2025-05-26,Verified,Kerala
TXN110300,INV3939,100008,SIP,20228.19,2026-06-10,Verified,Maharashtra
TXN109160,INV2033,100002,SIP,17164.85,2025-11-11,Verified,Uttar Pradesh
TXN101437,INV2004,100018,SIP,3129.96,2026-03-23,Verified,Uttar Pradesh
TXN110403,INV2734,100006,Lumpsum,85870.91,2024-12-08,Verified,Karnataka
TXN113737,INV3129,100012,SIP,7629.05,2024-12-12,Verified,Rajasthan
TXN110381,INV4133,100008,Redemption,80732.47,2024-12-01,Verified,Kerala
TXN104873,INV1567,100002,SIP,21462.93,2025-01-21,Verified,Karnataka
TXN106478,INV4662,100005,SIP,17639.47,2026-06-01,Verified,Tamil Nadu
TXN107281,INV2404,100008,Lumpsum,290027.65,2024-05-30,Verified,West Bengal
TXN100526,INV2630,100014,Redemption,176142.35,2024-03-30,Verified,Kerala
TXN104142,INV4216,100020,SIP,18176.39,2026-02-18,Verified,Delhi
TXN102040,INV1359,100002,Redemption,71086.03,2026-03-13,Verified,Telangana
TXN100807,INV4454,100016,SIP,16023.99,2025-10-30,Verified,Uttar Pradesh
TXN109573,INV4201,100010,SIP,16850.08,2025-09-15,Verified,Tamil Nadu
TXN104784,INV1802,100020,Lumpsum,306484.16,2024-04-19,Verified,Kerala
TXN110074,INV2226,100012,Lumpsum,382259.48,2026-05-22,Verified,Gujarat
TXN100714,INV2453,100024,Redemption,48687.7,2025-05-03,Pending,Karnataka
TXN104816,INV4259,100003,Redemption,127738.18,2024-01-06,Verified,Kerala
TXN110514,INV4404,100005,SIP,20167.57,2025-12-26,Verified,Kerala
TXN100968,INV3361,100011,Lumpsum,281280.65,2025-09-01,Verified,Maharashtra
TXN101235,INV1055,100010,SIP,11976.53,2025-09-24,Verified,Rajasthan
TXN109779,INV1053,100024,Redemption,174668.85,2026-01-07,Verified,Telangana
TXN112905,INV2109,100013,SIP,14602.96,2024-06-07,Verified,Tamil Nadu
TXN112723,INV4943,100025,SIP,15914.66,2026-06-01,Verified,West Bengal
TXN100767,INV1163,100019,Lumpsum,70961.97,2024-03-07,Verified,Delhi
TXN108768,INV2401,100006,Lumpsum,437967.32,2026-04-14,Pending,Delhi
TXN110225,INV4991,100013,Lumpsum,484939.77,2024-11-10,Verified,Uttar Pradesh
TXN100419,INV2065,100007,SIP,17399.5,2025-11-04,Pending,Telangana
TXN107743,INV4042,100024,Lumpsum,21254.16,2024-06-01,Verified,Rajasthan
TXN110994,INV3317,100003,SIP,18957.08,2026-04-08,Verified,Kerala
TXN114241,INV3000,100011,SIP,17007.55,2024-03-28,Verified,Kerala
TXN113667,INV1148,100006,SIP,12723.51,2025-05-01,Verified,Karnataka
TXN111237,INV3625,100017,SIP,11151.18,2024-01-06,Verified,Kerala
TXN108136,INV4072,100015,SIP,19033.77,2024-07-13,Verified,Rajasthan
TXN101344,INV4986,100003,Lumpsum,67424.44,2024-01-19,Verified,Kerala
TXN113923,INV4209,100019,SIP,9413.81,2025-01-31,Rejected,Tamil Nadu
TXN104735,INV3838,100024,Redemption,269729.01,2024-04-08,Verified,Kerala
TXN105321,INV4057,100019,SIP,17989.89,2025-09-16,Verified,Gujarat
TXN109172,INV4503,100002,Lumpsum,134030.86,2026-06-17,Verified,Karnataka
TXN111398,INV4895,100012,SIP,22310.47,2025-01-06,Verified,Gujarat
TXN109970,INV4919,100021,SIP,24549.27,2026-03-21,Verified,Karnataka
TXN100187,INV4615,100003,Lumpsum,99839.01,2025-10-24,Verified,West Bengal
TXN108432,INV2795,100017,SIP,15989.55,2025-05-10,Verified,Rajasthan
TXN107233,INV2101,100009,SIP,6369.01,2024-10-03,Verified,Delhi
TXN109665,INV4438,100017,Redemption,255191.6,2024-05-03,Verified,Rajasthan
TXN110554,INV3383,100004,SIP,21360.46,2024-07-09,Verified,Delhi
TXN111368,INV4442,100005,Redemption,118073.21,2024-11-03,Verified,Maharashtra
TXN106032,INV3283,100024,Lumpsum,41598.14,2025-06-01,Verified,Telangana
TXN112182,INV4642,100014,SIP,5585.68,2026-01-06,Verified,Tamil Nadu
TXN104919,INV1377,100011,SIP,16479.83,2024-10-28,Rejected,Gujarat
TXN110956,INV3429,100004,SIP,4881.99,2024-04-22,Verified,Uttar Pradesh
TXN102916,INV3207,100005,SIP,19680.97,2024-01-04,Verified,Tamil Nadu
TXN100566,INV4437,100009,Redemption,170022.43,2024-01-24,Verified,West Bengal
TXN113281,INV1536,100017,SIP,20312.96,2025-03-10,Verified,Tamil Nadu
TXN109756,INV2910,100007,Lumpsum,34211.27,2024-07-06,Verified,West Bengal
TXN103900,INV2870,100018,Lumpsum,405356.55,2026-04-21,Pending,Kerala
TXN103797,INV3769,100002,Lumpsum,321687.0,2026-05-14,Verified,Delhi
TXN103811,INV3508,100003,SIP,23466.28,2025-02-15,Verified,Uttar Pradesh
TXN113355,INV2632,100009,SIP,4484.51,2026-01-03,Verified,Uttar Pradesh
TXN105539,INV1687,100017,SIP,3450.07,2026-01-19,Verified,Karnataka
TXN103666,INV3710,100016,SIP,9359.7,2026-03-03,Verified,Karnataka
TXN106436,INV4924,100002,Lumpsum,122077.47,2026-01-20,Verified,Uttar Pradesh
TXN105264,INV4374,100005,SIP,1021.85,2025-09-03,Verified,Gujarat
TXN110687,INV1325,100004,SIP,24273.0,2024-01-27,Verified,Delhi
TXN101435,INV3137,100006,SIP,15555.71,2024-10-09,Verified,Maharashtra
TXN103054,INV1639,100014,Lumpsum,426672.77,2024-01-22,Verified,West Bengal
TXN110577,INV4214,100009,SIP,17581.55,2025-04-15,Verified,Telangana
TXN108408,INV3604,100003,SIP,9105.02,2024-04-22,Verified,Karnataka
TXN105706,INV2217,100023,SIP,1172.0,2025-02-12,Verified,Kerala
TXN103411,INV2397,100008,SIP,7529.65,2024-12-25,Verified,Karnataka
TXN114813,INV3473,100003,Lumpsum,241415.93,2024-04-30,Pending,Gujarat
TXN111655,INV2078,100016,SIP,18350.65,2026-06-16,Verified,Delhi
TXN106109,INV2896,100014,SIP,9941.85,2024-10-12,Verified,Tamil Nadu
TXN105937,INV2581,100008,SIP,16965.44,2025-11-07,Verified,Telangana
TXN109723,INV2283,100011,SIP,23319.4,2024-01-31,Verified,Maharashtra
TXN100805,INV2543,100001,SIP,21245.8,2025-05-20,Pending,Gujarat
TXN112517,INV4475,100007,SIP,23620.16,2024-06-27,Verified,Delhi
TXN103858,INV1644,100022,Redemption,128816.51,2026-03-28,Verified,Tamil Nadu
TXN107769,INV3701,100024,Redemption,194495.66,2026-04-24,Verified,West Bengal
TXN110073,INV2583,100024,SIP,16432.26,2026-05-18,Pending,Kerala
TXN111267,INV1179,100023,Lumpsum,208853.05,2025-01-22,Rejected,Karnataka
TXN107874,INV1513,100005,SIP,5703.3,2024-09-16,Verified,Rajasthan
TXN100663,INV3199,100011,SIP,11503.21,2024-06-05,Verified,West Bengal
TXN104233,INV2608,100018,Lumpsum,270154.23,2025-03-09,Verified,Telangana
TXN106290,INV1454,100009,SIP,16427.77,2026-01-12,Verified,Delhi
TXN108228,INV2180,100014,Redemption,62834.66,2025-09-30,Verified,Rajasthan
TXN111984,INV1918,100021,SIP,11923.72,2026-02-24,Pending,Uttar Pradesh
TXN103923,INV1471,100016,Redemption,87064.25,2026-05-19,Verified,Gujarat
TXN101374,INV3072,100021,Redemption,56314.91,2025-01-21,Verified,Rajasthan
TXN106244,INV3510,100024,SIP,17974.36,2024-05-20,Verified,Tamil Nadu
TXN113891,INV4722,100010,Redemption,147241.67,2025-09-24,Verified,West Bengal
TXN101120,INV4089,100003,SIP,2687.5,2024-11-04,Verified,Tamil Nadu
TXN113489,INV4439,100025,Redemption,56449.89,2025-09-06,Verified,Telangana
TXN110205,INV1734,100001,SIP,15968.66,2026-01-05,Verified,Tamil Nadu
TXN107016,INV1554,100013,Lumpsum,453871.25,2025-07-18,Verified,Maharashtra
TXN112708,INV2180,100003,SIP,15654.4,2024-08-28,Verified,Gujarat
TXN102267,INV4666,100003,Redemption,173558.03,2024-04-20,Verified,Uttar Pradesh
TXN103320,INV3311,100007,SIP,15023.1,2026-10-06,Verified,Uttar Pradesh
TXN106684,INV2365,100002,SIP,3986.33,2024-03-22,Verified,Rajasthan
TXN112154,INV4317,100019,Lumpsum,265915.0,2025-02-12,Verified,Tamil Nadu
TXN113108,INV3452,100025,Lumpsum,345109.98,2025-05-17,Verified,Tamil Nadu
TXN106958,INV4375,100006,SIP,9920.09,2026-04-09,Verified,Kerala
TXN108765,INV3718,100006,SIP,15050.09,2024-01-03,Verified,West Bengal
TXN104805,INV1723,100002,SIP,12131.35,2024-07-25,Verified,Tamil Nadu
TXN103813,INV1181,100009,Redemption,124373.28,2025-07-20,Rejected,Rajasthan
TXN105794,INV2494,100010,SIP,1460.0,2025-10-22,Verified,West Bengal
TXN105703,INV1891,100009,SIP,1169.26,2026-03-20,Verified,Karnataka
TXN108500,INV1116,100016,SIP,13549.0,2025-01-15,Verified,Telangana
TXN105781,INV2486,100023,Redemption,275653.47,2025-07-08,Verified,Delhi
TXN104471,INV1155,100004,Lumpsum,143700.42,2024-06-04,Verified,Delhi
TXN102123,INV4641,100016,SIP,8433.55,2024-11-26,Verified,Rajasthan
TXN110540,INV2183,100022,SIP,7852.26,2025-12-22,Verified,Karnataka
TXN114144,INV3855,100003,SIP,11890.57,2024-11-17,Verified,Delhi
TXN114602,INV3555,100003,SIP,5567.37,2024-10-18,Verified,Rajasthan
TXN106229,INV3936,100020,SIP,1402.4,2026-06-19,Verified,Maharashtra
TXN107548,INV2933,100014,Redemption,180066.21,2024-12-31,Verified,Kerala
TXN100266,INV3277,100019,Redemption,277516.84,2024-04-12,Verified,Uttar Pradesh
TXN100159,INV2745,100020,Lumpsum,55551.23,2025-11-20,Verified,Rajasthan
TXN100686,INV4910,100001,SIP,561.14,2024-10-17,Verified,Telangana
TXN104417,INV3337,100006,Lumpsum,472097.18,2024-05-05,Verified,Karnataka
TXN114049,INV3533,100019,Lumpsum,154988.32,2026-02-22,Verified,Gujarat
TXN101505,INV4592,100012,SIP,5284.54,2026-03-06,Verified,Maharashtra
TXN101521,INV3372,100021,SIP,22904.64,2025-03-17,Verified,Gujarat
TXN100596,INV1929,100012,SIP,18542.21,2025-02-25,Rejected,Uttar Pradesh
TXN102112,INV3250,100011,SIP,12685.42,2025-11-06,Rejected,Gujarat
TXN109266,INV2041,100017,Redemption,132285.99,2025-11-16,Verified,Gujarat
TXN109060,INV3826,100024,SIP,19467.74,2026-05-15,Verified,Uttar Pradesh
TXN107803,INV4489,100018,Lumpsum,267960.37,2025-07-06,Verified,Rajasthan
TXN100574,INV2926,100008,Lumpsum,26318.38,2024-09-13,Verified,Gujarat
TXN105030,INV2979,100009,SIP,1068.26,2024-03-10,Verified,Delhi
TXN104589,INV3055,100016,Lumpsum,113743.03,2024-01-20,Verified,Uttar Pradesh
TXN108144,INV1512,100013,SIP,17747.22,2024-07-27,Verified,Maharashtra
TXN105274,INV4934,100009,Lumpsum,391112.9,2024-05-31,Verified,Gujarat
TXN113300,INV3914,100004,SIP,7767.71,2024-10-21,Verified,West Bengal
TXN112028,INV2390,100019,SIP,13231.55,2025-05-11,Pending,Tamil Nadu
TXN102689,INV4241,100023,SIP,24370.44,2024-10-01,Pending,Delhi
TXN111905,INV4787,100010,Redemption,21181.38,2026-04-06,Verified,Tamil Nadu
TXN101922,INV1728,100007,SIP,21795.4,2024-02-05,Verified,Tamil Nadu
TXN100770,INV2399,100008,SIP,16387.84,2026-05-15,Pending,Rajasthan
TXN107967,INV1088,100007,Redemption,112806.57,2026-06-01,Verified,Tamil Nadu
TXN112084,INV2430,100005,SIP,15185.65,2024-04-13,Verified,Rajasthan
TXN109332,INV4139,100021,SIP,3496.68,2025-01-06,Pending,Uttar Pradesh
TXN100838,INV2585,100012,SIP,2633.09,2026-01-29,Verified,Maharashtra
TXN113373,INV4174,100024,SIP,16489.16,2024-05-03,Verified,Delhi
TXN101007,INV1586,100018,Redemption,89498.98,2024-06-30,Verified,West Bengal
TXN113254,INV2235,100023,Lumpsum,252266.25,2025-01-21,Verified,Kerala
TXN107603,INV1086,100019,Lumpsum,413855.0,2026-10-05,Verified,West Bengal
TXN102399,INV1253,100012,Lumpsum,322074.13,2026-01-18,Verified,Kerala
TXN104573,INV1634,100008,SIP,5291.15,2024-04-05,Verified,Tamil Nadu
TXN100947,INV1277,100018,SIP,15105.22,2024-10-04,Verified,Maharashtra
TXN106932,INV4329,100024,SIP,13435.3,2024-06-08,Verified,Tamil Nadu
TXN102990,INV3074,100020,SIP,4069.81,2025-07-18,Rejected,Uttar Pradesh
TXN104633,INV4773,100001,SIP,19032.76,2024-07-19,Verified,Maharashtra
TXN105226,INV4549,100004,Lumpsum,342729.79,2026-04-09,Verified,Kerala
TXN111822,INV3870,100012,Redemption,269348.43,2024-11-08,Verified,Karnataka
TXN101535,INV2822,100004,Lumpsum,448186.95,2025-11-26,Verified,Maharashtra
TXN107587,INV2453,100017,SIP,10899.67,2024-02-16,Pending,Maharashtra
TXN106946,INV1208,100010,Lumpsum,114989.2,2024-05-27,Pending,Telangana
TXN113241,INV1043,100005,SIP,20023.37,2025-01-10,Verified,Rajasthan
TXN106748,INV2501,100020,Redemption,78369.68,2025-11-09,Verified,West Bengal
TXN109522,INV3272,100005,SIP,14133.82,2025-08-15,Verified,Uttar Pradesh
TXN100546,INV4574,100015,Redemption,87785.11,2024-12-05,Verified,Gujarat
TXN110202,INV3140,100016,Lumpsum,428375.14,2024-09-01,Verified,Delhi
TXN103911,INV1700,100016,SIP,24001.35,2024-07-25,Verified,Maharashtra
TXN109185,INV3480,100020,SIP,24130.21,2025-07-25,Verified,Gujarat
TXN106814,INV2064,100003,Lumpsum,68166.55,2026-03-16,Verified,Delhi
TXN103225,INV2710,100019,SIP,24949.94,2025-03-19,Verified,Kerala
TXN104441,INV2120,100021,Lumpsum,29430.25,2025-08-10,Verified,West Bengal
TXN107145,INV4845,100013,SIP,894.87,2024-08-18,Verified,Karnataka
TXN105704,INV3727,100003,Redemption,196955.2,2025-08-13,Verified,Maharashtra
TXN105186,INV4195,100021,Redemption,111076.92,2024-09-17,Verified,Tamil Nadu
TXN103444,INV3430,100023,SIP,8586.73,2025-05-10,Verified,Rajasthan
TXN113998,INV1909,100013,Lumpsum,197429.76,2024-09-27,Verified,West Bengal
TXN104199,INV2197,100004,Lumpsum,444211.53,2024-09-27,Verified,Karnataka
TXN111770,INV1139,100018,SIP,23386.42,2025-11-17,Pending,Gujarat
TXN109608,INV1757,100022,SIP,14760.07,2026-04-17,Verified,Tamil Nadu
TXN114814,INV2439,100003,Redemption,70512.64,2024-05-19,Verified,Uttar Pradesh
TXN105161,INV1417,100004,Lumpsum,394193.66,2025-01-23,Verified,Tamil Nadu
TXN108984,INV2964,100010,Lumpsum,254480.22,2025-04-18,Verified,West Bengal
TXN102118,INV3193,100005,Lumpsum,441288.54,2024-12-31,Verified,Tamil Nadu
TXN113663,INV4366,100012,Redemption,45655.37,2024-09-13,Pending,Uttar Pradesh
TXN103270,INV3513,100007,Lumpsum,376827.42,2024-09-14,Verified,Tamil Nadu
TXN114979,INV1282,100016,SIP,20663.33,2024-12-19,Verified,Maharashtra
TXN114857,INV4087,100020,SIP,5040.38,2024-11-28,Verified,Uttar Pradesh
TXN105792,INV4110,100023,Redemption,187446.06,2026-05-05,Verified,Uttar Pradesh
TXN100373,INV4604,100016,Lumpsum,158712.14,2025-01-18,Verified,Maharashtra
TXN110972,INV1753,100025,Lumpsum,82648.83,2026-04-04,Verified,Maharashtra
TXN103373,INV2526,100014,SIP,14458.83,2024-11-04,Verified,Uttar Pradesh
TXN111043,INV3016,100003,Lumpsum,265960.08,2025-08-09,Verified,Uttar Pradesh
TXN101828,INV2396,100016,Redemption,6981.54,2025-12-28,Verified,Maharashtra
TXN114458,INV4097,100013,Lumpsum,41863.05,2025-11-06,Pending,Kerala
TXN112031,INV4689,100012,SIP,8423.24,2025-06-16,Verified,Tamil Nadu
