amfi_code,scheme_name,nav_date,nav
100020,DSP Focused Fund - Regular Plan,20-09-2024,243.11
100016,Nippon India Debt - Short Duration Fund - Regular Plan,2025-10-05,132.5588
100017,UTI Hybrid - Aggressive Fund - Direct Plan,13-01-2025,191.298
100010,DSP Focused Fund - Regular Plan,2024-01-01,130.5191
100020,DSP Focused Fund - Regular Plan,2026-06-08,292.2467
100008,Aditya Birla SL Index Fund Fund - Regular Plan,24-03-2025,30.1135
100024,Axis Flexi Cap Fund - Regular Plan,2025-12-24,91.5973
100014,Axis Flexi Cap Fund - Regular Plan,2024-11-12,76.5908
100016,Nippon India Debt - Short Duration Fund - Regular Plan,15-09-2025,133.7835
100002,ICICI Pru Mid Cap Fund - Regular Plan,2024-09-27,131.4805
100002,ICICI Pru Mid Cap Fund - Regular Plan,2025-10-09,206.1327
100016,Nippon India Debt - Short Duration Fund - Regular Plan,2024-09-06,129.8006
100001,HDFC Large Cap Fund - Direct Plan,2024-01-05,103.0929
100010,DSP Focused Fund - Regular Plan,11/10/2024,166.7913
100019,Mirae Asset Multi Cap Fund - Direct Plan,2025-01-14,82.9431
100019,Mirae Asset Multi Cap Fund - Direct Plan,30/07/2025,86.5493
100021,HDFC Large Cap Fund - Direct Plan,11/03/2024,159.9473
100013,SBI Small Cap Fund - Direct Plan,2026-01-27,104.0328
100011,HDFC Large Cap Fund - Direct Plan,2024-05-24,114.3046
100021,HDFC Large Cap Fund - Direct Plan,23-02-2026,287.3575
100014,Axis Flexi Cap Fund - Regular Plan,2025-11-10,83.8073
100001,HDFC Large Cap Fund - Direct Plan,22/12/2025,151.258
100010,DSP Focused Fund - Regular Plan,23-01-2026,158.6271
100011,HDFC Large Cap Fund - Direct Plan,29-04-2024,111.6971
100006,Nippon India Debt - Short Duration Fund - Regular Plan,02-02-2026,118.5871
100012,ICICI Pru Mid Cap Fund - Regular Plan,2024-09-23,179.7955
100010,DSP Focused Fund - Regular Plan,2024-01-03,131.389
100019,Mirae Asset Multi Cap Fund - Direct Plan,02/10/2025,89.674
100001,HDFC Large Cap Fund - Direct Plan,27-05-2024,99.926
100025,Kotak ELSS Fund - Direct Plan,2025-07-10,21.9423
100008,Aditya Birla SL Index Fund Fund - Regular Plan,27-05-2024,31.247
100017,UTI Hybrid - Aggressive Fund - Direct Plan,2025-02-14,225.0814
100021,HDFC Large Cap Fund - Direct Plan,28/04/2025,233.5068
100013,SBI Small Cap Fund - Direct Plan,27-02-2026,106.423
100014,Axis Flexi Cap Fund - Regular Plan,13/01/2025,82.287
100024,Axis Flexi Cap Fund - Regular Plan,2025-08-07,101.6148
100010,DSP Focused Fund - Regular Plan,05-09-2025,178.6182
100024,Axis Flexi Cap Fund - Regular Plan,2025-01-30,81.8713
100006,Nippon India Debt - Short Duration Fund - Regular Plan,19-06-2024,111.8729
100018,Aditya Birla SL Index Fund Fund - Regular Plan,19/12/2025,111.8637
100001,HDFC Large Cap Fund - Direct Plan,08/07/2024,103.1324
100014,Axis Flexi Cap Fund - Regular Plan,2025-01-21,81.3779
100016,Nippon India Debt - Short Duration Fund - Regular Plan,2024-01-15,123.1134
100001,HDFC Large Cap Fund - Direct Plan,2024-02-19,101.8921
100002,ICICI Pru Mid Cap Fund - Regular Plan,31-07-2024,127.2794
100005,Kotak ELSS Fund - Direct Plan,04-11-2024,167.1614
100024,Axis Flexi Cap Fund - Regular Plan,2024-06-18,90.429
100013,SBI Small Cap Fund - Direct Plan,05/11/2025,98.7362
100002,ICICI Pru Mid Cap Fund - Regular Plan,08/02/2024,118.8709
100010,DSP Focused Fund - Regular Plan,24/11/2025,177.045
100013,SBI Small Cap Fund - Direct Plan,2024-08-08,94.2785
100003,SBI Small Cap Fund - Direct Plan,22/06/2026,138.5526
100005,Kotak ELSS Fund - Direct Plan,05-07-2024,191.8692
100017,UTI Hybrid - Aggressive Fund - Direct Plan,2024-12-04,197.4708
100025,Kotak ELSS Fund - Direct Plan,13-11-2025,22.9022
100018,Aditya Birla SL Index Fund Fund - Regular Plan,2025-03-26,92.1823
100025,Kotak ELSS Fund - Direct Plan,29/08/2024,21.6381
100018,Aditya Birla SL Index Fund Fund - Regular Plan,06/06/2025,92.2724
100024,Axis Flexi Cap Fund - Regular Plan,27/06/2024,90.925
100002,ICICI Pru Mid Cap Fund - Regular Plan,19-03-2026,212.4436
100002,ICICI Pru Mid Cap Fund - Regular Plan,03/02/2025,160.151
100023,SBI Small Cap Fund - Direct Plan,20/01/2026,70.7553
100022,ICICI Pru Mid Cap Fund - Regular Plan,2024-04-19,107.8588
100008,Aditya Birla SL Index Fund Fund - Regular Plan,29-09-2025,35.8984
100015,Kotak ELSS Fund - Direct Plan,2026-06-09,130.2843
100002,ICICI Pru Mid Cap Fund - Regular Plan,25/02/2025,160.9509
100003,SBI Small Cap Fund - Direct Plan,2024-12-17,114.7321
100005,Kotak ELSS Fund - Direct Plan,01-04-2025,163.0078
100004,Axis Flexi Cap Fund - Regular Plan,18/09/2025,259.6742
100012,ICICI Pru Mid Cap Fund - Regular Plan,2024-11-20,176.3163
100001,HDFC Large Cap Fund - Direct Plan,20/11/2025,155.9746
100014,Axis Flexi Cap Fund - Regular Plan,2024-05-27,65.8765
100009,Mirae Asset Multi Cap Fund - Direct Plan,2025-06-23,64.3116
100008,Aditya Birla SL Index Fund Fund - Regular Plan,2024-06-21,33.9566
100015,Kotak ELSS Fund - Direct Plan,05-03-2026,134.2822
100019,Mirae Asset Multi Cap Fund - Direct Plan,2024-11-07,77.7257
100009,Mirae Asset Multi Cap Fund - Direct Plan,01/05/2026,55.8211
100011,HDFC Large Cap Fund - Direct Plan,17-09-2025,109.692
100017,UTI Hybrid - Aggressive Fund - Direct Plan,16-06-2026,214.6003
100014,Axis Flexi Cap Fund - Regular Plan,2025-01-06,82.8144
100004,Axis Flexi Cap Fund - Regular Plan,2025-01-08,248.9698
100017,UTI Hybrid - Aggressive Fund - Direct Plan,31-03-2026,210.647
100016,Nippon India Debt - Short Duration Fund - Regular Plan,30/05/2025,130.2272
100014,Axis Flexi Cap Fund - Regular Plan,02-10-2025,77.9876
100005,Kotak ELSS Fund - Direct Plan,20/02/2024,157.3691
100003,SBI Small Cap Fund - Direct Plan,29-01-2026,135.9584
100022,ICICI Pru Mid Cap Fund - Regular Plan,11-06-2025,113.3298
100001,HDFC Large Cap Fund - Direct Plan,2024-08-13,112.341
100012,ICICI Pru Mid Cap Fund - Regular Plan,24/06/2025,168.6673
100022,ICICI Pru Mid Cap Fund - Regular Plan,2024-05-27,109.8827
100008,Aditya Birla SL Index Fund Fund - Regular Plan,22-05-2026,36.3307
100010,DSP Focused Fund - Regular Plan,02/09/2024,167.346
100009,Mirae Asset Multi Cap Fund - Direct Plan,2024-07-19,69.0164
100005,Kotak ELSS Fund - Direct Plan,12-03-2026,153.2149
100014,Axis Flexi Cap Fund - Regular Plan,03-09-2025,75.1486
100007,UTI Hybrid - Aggressive Fund - Direct Plan,24-06-2024,104.7878
100006,Nippon India Debt - Short Duration Fund - Regular Plan,2026-01-15,116.4734
100001,HDFC Large Cap Fund - Direct Plan,10-05-2025,156.4416
100021,HDFC Large Cap Fund - Direct Plan,13/06/2025,230.9911
100004,Axis Flexi Cap Fund - Regular Plan,02/09/2024,234.754
100019,Mirae Asset Multi Cap Fund - Direct Plan,2025-04-11,84.8229
100022,ICICI Pru Mid Cap Fund - Regular Plan,04-10-2024,113.204
100015,Kotak ELSS Fund - Direct Plan,06/03/2026,
100002,ICICI Pru Mid Cap Fund - Regular Plan,22-10-2024,140.7299
100015,Kotak ELSS Fund - Direct Plan,14/07/2025,130.3245
100006,Nippon India Debt - Short Duration Fund - Regular Plan,20/03/2026,114.7099
100012,ICICI Pru Mid Cap Fund - Regular Plan,2024-06-10,158.9327
100015,Kotak ELSS Fund - Direct Plan,23-02-2024,131.5992
100010,DSP Focused Fund - Regular Plan,2024-09-13,167.3732
100015,Kotak ELSS Fund - Direct Plan,10/07/2025,130.0874
100017,UTI Hybrid - Aggressive Fund - Direct Plan,15-10-2025,208.4331
100016,Nippon India Debt - Short Duration Fund - Regular Plan,30/09/2024,138.0859
100016,Nippon India Debt - Short Duration Fund - Regular Plan,06-02-2024,121.7314
100016,Nippon India Debt - Short Duration Fund - Regular Plan,15/01/2026,137.0889
100016,Nippon India Debt - Short Duration Fund - Regular Plan,11/09/2025,133.1396
100006,Nippon India Debt - Short Duration Fund - Regular Plan,11-11-2025,138.6114
100020,DSP Focused Fund - Regular Plan,13-06-2024,220.1727
100006,Nippon India Debt - Short Duration Fund - Regular Plan,27-10-2025,136.8762
100008,Aditya Birla SL Index Fund Fund - Regular Plan,2025-04-17,31.653
100021,HDFC Large Cap Fund - Direct Plan,23/07/2024,189.6674
100025,Kotak ELSS Fund - Direct Plan,18-11-2025,23.0319
100019,Mirae Asset Multi Cap Fund - Direct Plan,16-08-2024,76.8553
100005,Kotak ELSS Fund - Direct Plan,2025-08-07,152.8814
100003,SBI Small Cap Fund - Direct Plan,02-06-2025,125.0044
100005,Kotak ELSS Fund - Direct Plan,09/10/2024,168.8725
100023,SBI Small Cap Fund - Direct Plan,15/03/2024,50.7706
100004,Axis Flexi Cap Fund - Regular Plan,23/06/2025,264.7808
100025,Kotak ELSS Fund - Direct Plan,06/03/2026,22.0363
100014,Axis Flexi Cap Fund - Regular Plan,19-01-2026,82.098
100007,UTI Hybrid - Aggressive Fund - Direct Plan,03-03-2026,98.9996
100008,Aditya Birla SL Index Fund Fund - Regular Plan,2024-04-04,31.3808
100022,ICICI Pru Mid Cap Fund - Regular Plan,22/04/2025,107.6425
100023,SBI Small Cap Fund - Direct Plan,2024-08-16,56.0673
100024,Axis Flexi Cap Fund - Regular Plan,23/08/2024,98.766
100009,Mirae Asset Multi Cap Fund - Direct Plan,2025-03-19,60.3172
100009,Mirae Asset Multi Cap Fund - Direct Plan,03/01/2025,59.7208
100020,DSP Focused Fund - Regular Plan,12-08-2024,
100011,HDFC Large Cap Fund - Direct Plan,2026-02-19,127.4422
100014,Axis Flexi Cap Fund - Regular Plan,28/10/2025,81.6393
100014,Axis Flexi Cap Fund - Regular Plan,27-01-2025,80.3101
100009,Mirae Asset Multi Cap Fund - Direct Plan,07-10-2025,64.6639
100019,Mirae Asset Multi Cap Fund - Direct Plan,01/04/2026,91.3571
100021,HDFC Large Cap Fund - Direct Plan,29-10-2025,
100023,SBI Small Cap Fund - Direct Plan,2024-09-19,54.4614
100009,Mirae Asset Multi Cap Fund - Direct Plan,2025-12-22,60.5487
100007,UTI Hybrid - Aggressive Fund - Direct Plan,2025-08-23,93.9903
100005,Kotak ELSS Fund - Direct Plan,11/11/2025,158.4556
100024,Axis Flexi Cap Fund - Regular Plan,31-07-2025,100.9363
100006,Nippon India Debt - Short Duration Fund - Regular Plan,2024-08-19,118.1639
100006,Nippon India Debt - Short Duration Fund - Regular Plan,12/03/2026,113.9227
100023,SBI Small Cap Fund - Direct Plan,23/12/2025,72.6867
100023,SBI Small Cap Fund - Direct Plan,2024-08-22,57.139
100001,HDFC Large Cap Fund - Direct Plan,09-05-2025,158.2333
100024,Axis Flexi Cap Fund - Regular Plan,2026-04-23,88.2195
100014,Axis Flexi Cap Fund - Regular Plan,06/06/2024,67.7805
100002,ICICI Pru Mid Cap Fund - Regular Plan,04-12-2025,206.7807
100025,Kotak ELSS Fund - Direct Plan,12/05/2025,22.5575
100009,Mirae Asset Multi Cap Fund - Direct Plan,14-03-2025,59.409
100020,DSP Focused Fund - Regular Plan,12/03/2026,283.9066
100024,Axis Flexi Cap Fund - Regular Plan,24/06/2025,94.711
100003,SBI Small Cap Fund - Direct Plan,23-03-2026,126.1612
100019,Mirae Asset Multi Cap Fund - Direct Plan,2024-03-13,83.1757
100003,SBI Small Cap Fund - Direct Plan,13-02-2024,114.6348
100003,SBI Small Cap Fund - Direct Plan,26-03-2026,126.9099
100020,DSP Focused Fund - Regular Plan,06/04/2026,293.1062
100002,ICICI Pru Mid Cap Fund - Regular Plan,11-11-2025,200.6341
100004,Axis Flexi Cap Fund - Regular Plan,13/01/2026,274.5332
100021,HDFC Large Cap Fund - Direct Plan,22/09/2024,192.3528
100023,SBI Small Cap Fund - Direct Plan,2024-08-26,56.8147
100012,ICICI Pru Mid Cap Fund - Regular Plan,2025-03-12,
100022,ICICI Pru Mid Cap Fund - Regular Plan,2024-11-20,112.9326
100003,SBI Small Cap Fund - Direct Plan,2024-03-15,107.5144
100001,HDFC Large Cap Fund - Direct Plan,2024-06-22,104.4103
100024,Axis Flexi Cap Fund - Regular Plan,2025-07-29,99.7591
100017,UTI Hybrid - Aggressive Fund - Direct Plan,11-03-2025,226.5395
100010,DSP Focused Fund - Regular Plan,2024-04-19,147.4701
100003,SBI Small Cap Fund - Direct Plan,09/01/2025,114.4838
100018,Aditya Birla SL Index Fund Fund - Regular Plan,27-03-2025,91.9337
100022,ICICI Pru Mid Cap Fund - Regular Plan,04/12/2024,115.6584
100007,UTI Hybrid - Aggressive Fund - Direct Plan,03-11-2025,99.8065
100003,SBI Small Cap Fund - Direct Plan,11/03/2025,119.6009
100009,Mirae Asset Multi Cap Fund - Direct Plan,30/08/2024,65.6278
100021,HDFC Large Cap Fund - Direct Plan,15/05/2026,277.4196
100001,HDFC Large Cap Fund - Direct Plan,09/09/2024,116.3255
100004,Axis Flexi Cap Fund - Regular Plan,2024-05-21,236.4039
100008,Aditya Birla SL Index Fund Fund - Regular Plan,2024-04-01,31.686
100006,Nippon India Debt - Short Duration Fund - Regular Plan,06-05-2024,105.9712
100011,HDFC Large Cap Fund - Direct Plan,2024-05-17,115.8665
100005,Kotak ELSS Fund - Direct Plan,26/11/2025,157.8014
100023,SBI Small Cap Fund - Direct Plan,20-03-2024,50.7064
100001,HDFC Large Cap Fund - Direct Plan,12/07/2024,107.8435
100021,HDFC Large Cap Fund - Direct Plan,05-11-2024,190.9811
100025,Kotak ELSS Fund - Direct Plan,24/01/2025,21.6107
100020,DSP Focused Fund - Regular Plan,2025-12-31,233.9367
100008,Aditya Birla SL Index Fund Fund - Regular Plan,19-11-2024,30.4153
100007,UTI Hybrid - Aggressive Fund - Direct Plan,2026-01-16,101.7109
100012,ICICI Pru Mid Cap Fund - Regular Plan,30/06/2025,166.3711
100025,Kotak ELSS Fund - Direct Plan,09/10/2025,21.6952
100001,HDFC Large Cap Fund - Direct Plan,2025-08-07,167.5709
100007,UTI Hybrid - Aggressive Fund - Direct Plan,12-12-2024,103.6956
100025,Kotak ELSS Fund - Direct Plan,03/02/2025,21.4854
100014,Axis Flexi Cap Fund - Regular Plan,01-04-2024,67.2251
100023,SBI Small Cap Fund - Direct Plan,12/05/2025,66.8558
100016,Nippon India Debt - Short Duration Fund - Regular Plan,31/03/2025,118.0448
100012,ICICI Pru Mid Cap Fund - Regular Plan,11/03/2026,184.8592
100010,DSP Focused Fund - Regular Plan,2026-02-18,150.2439
100002,ICICI Pru Mid Cap Fund - Regular Plan,2024-03-27,113.6499
100006,Nippon India Debt - Short Duration Fund - Regular Plan,03-02-2026,117.2727
100020,DSP Focused Fund - Regular Plan,2024-12-06,244.1771
100024,Axis Flexi Cap Fund - Regular Plan,24/09/2025,94.1571
100004,Axis Flexi Cap Fund - Regular Plan,2025-05-15,274.4897
100024,Axis Flexi Cap Fund - Regular Plan,16/06/2026,87.5809
100003,SBI Small Cap Fund - Direct Plan,26-07-2024,119.6651
100009,Mirae Asset Multi Cap Fund - Direct Plan,2026-06-16,53.4903
100025,Kotak ELSS Fund - Direct Plan,26/09/2024,22.217
100002,ICICI Pru Mid Cap Fund - Regular Plan,2026-03-27,
100013,SBI Small Cap Fund - Direct Plan,2024-07-24,94.0772
100004,Axis Flexi Cap Fund - Regular Plan,22-03-2024,238.3783
100011,HDFC Large Cap Fund - Direct Plan,30-01-2026,126.8347
100013,SBI Small Cap Fund - Direct Plan,2024-02-26,91.2235
100005,Kotak ELSS Fund - Direct Plan,27-05-2026,166.4354
100010,DSP Focused Fund - Regular Plan,26-01-2026,157.7886
100003,SBI Small Cap Fund - Direct Plan,26/02/2026,132.6581
100002,ICICI Pru Mid Cap Fund - Regular Plan,04-04-2024,118.8756
100013,SBI Small Cap Fund - Direct Plan,09/02/2024,93.8167
100021,HDFC Large Cap Fund - Direct Plan,2024-06-21,190.5332
100006,Nippon India Debt - Short Duration Fund - Regular Plan,26/09/2024,115.4944
100018,Aditya Birla SL Index Fund Fund - Regular Plan,16-01-2025,91.959
100025,Kotak ELSS Fund - Direct Plan,19/03/2025,20.8142
100012,ICICI Pru Mid Cap Fund - Regular Plan,01/02/2024,158.3999
100020,DSP Focused Fund - Regular Plan,2024-11-27,247.6041
100003,SBI Small Cap Fund - Direct Plan,2025-03-14,122.5228
100022,ICICI Pru Mid Cap Fund - Regular Plan,10-01-2025,113.7333
100024,Axis Flexi Cap Fund - Regular Plan,16-10-2025,88.5057
100021,HDFC Large Cap Fund - Direct Plan,03/10/2024,
100011,HDFC Large Cap Fund - Direct Plan,18/08/2025,105.842
100022,ICICI Pru Mid Cap Fund - Regular Plan,12-01-2026,127.7087
100025,Kotak ELSS Fund - Direct Plan,28-04-2025,22.3514
100002,ICICI Pru Mid Cap Fund - Regular Plan,2024-03-25,114.7749
100017,UTI Hybrid - Aggressive Fund - Direct Plan,10/06/2024,196.1747
100003,SBI Small Cap Fund - Direct Plan,2024-07-03,113.2803
100009,Mirae Asset Multi Cap Fund - Direct Plan,2025-04-21,62.0813
100009,Mirae Asset Multi Cap Fund - Direct Plan,2025-11-24,61.8138
100013,SBI Small Cap Fund - Direct Plan,10/04/2025,87.9452
100005,Kotak ELSS Fund - Direct Plan,04/03/2024,158.2858
100016,Nippon India Debt - Short Duration Fund - Regular Plan,12-06-2026,147.8627
100025,Kotak ELSS Fund - Direct Plan,16-02-2026,21.9102
100017,UTI Hybrid - Aggressive Fund - Direct Plan,30/04/2025,221.2039
100016,Nippon India Debt - Short Duration Fund - Regular Plan,2026-01-29,140.6223
100020,DSP Focused Fund - Regular Plan,04-09-2025,239.9744
100012,ICICI Pru Mid Cap Fund - Regular Plan,03-10-2025,164.3776
100001,HDFC Large Cap Fund - Direct Plan,16-09-2024,116.2028
100009,Mirae Asset Multi Cap Fund - Direct Plan,2024-05-13,75.069
100002,ICICI Pru Mid Cap Fund - Regular Plan,26/11/2024,154.6472
100013,SBI Small Cap Fund - Direct Plan,17-06-2025,90.2755
100020,DSP Focused Fund - Regular Plan,2024-01-19,230.0021
100015,Kotak ELSS Fund - Direct Plan,17/12/2025,138.2361
100024,Axis Flexi Cap Fund - Regular Plan,02-07-2024,90.6851
100014,Axis Flexi Cap Fund - Regular Plan,2025-01-09,83.8179
100009,Mirae Asset Multi Cap Fund - Direct Plan,31-03-2025,59.5366
100015,Kotak ELSS Fund - Direct Plan,12/06/2024,124.7267
100016,Nippon India Debt - Short Duration Fund - Regular Plan,12-07-2024,133.2107
100001,HDFC Large Cap Fund - Direct Plan,2024-09-15,115.5855
100004,Axis Flexi Cap Fund - Regular Plan,2025-10-22,259.2244
100014,Axis Flexi Cap Fund - Regular Plan,16/05/2024,66.2833
100019,Mirae Asset Multi Cap Fund - Direct Plan,2025-05-27,85.7958
100022,ICICI Pru Mid Cap Fund - Regular Plan,2025-06-23,113.9352
100013,SBI Small Cap Fund - Direct Plan,16-02-2026,108.5355
100007,UTI Hybrid - Aggressive Fund - Direct Plan,2025-02-26,103.1565
100023,SBI Small Cap Fund - Direct Plan,2025-12-31,
100019,Mirae Asset Multi Cap Fund - Direct Plan,04-07-2024,77.1758
100019,Mirae Asset Multi Cap Fund - Direct Plan,12/11/2024,79.2097
100025,Kotak ELSS Fund - Direct Plan,09/05/2026,21.4306
100014,Axis Flexi Cap Fund - Regular Plan,2025-06-05,75.9581
