transaction_id,investor_id,amfi_code,transaction_type,amount,transaction_date,kyc_status,state
TXN104390,INV4507,100005,redeem,101479.26,2024-01-27,VERIFIED,West Bengal
TXN101944,INV2622,100011,SIP,22986.76,2025-02-24,Rejected,Uttar Pradesh
TXN113230,INV1507,100021,sip,11401.32,10-03-2026,KYC Verified,Kerala
TXN110610,INV3918,100003,Sip,7710.93,10/01/2025,verified,West Bengal
TXN106568,INV2343,100021,S.I.P.,1827.92,2025-01-19,VERIFIED,West Bengal
TXN103138,INV3770,100001,redeem,151119.41,02/03/2025,verified,Telangana
TXN105421,INV2668,100003,Sip,2339.03,2024-03-09,VERIFIED,Rajasthan
TXN113494,INV4573,100011,sip,15148.79,21/10/2025,VERIFIED,Delhi
TXN112840,INV1205,100001,sip,16724.24,30-05-2025,KYC Verified,Delhi
TXN111988,INV1045,100004,SIP,5350.6,2025-02-12,VERIFIED,Gujarat
TXN110297,INV2271,100023,Sip,2456.42,2025-04-15,KYC Verified,Maharashtra
TXN108625,INV3240,100007,sip,10856.32,2025-10-24,Verified,Karnataka
TXN114834,INV1949,100020,S.I.P.,13569.3,10-04-2026,KYC Verified,Delhi
TXN103310,INV2916,100010,Redemption,6559.03,2026-05-18,Rejected,Karnataka
TXN103966,INV3716,100024,redeem,60689.56,2024-01-08,KYC Verified,Delhi
TXN109580,INV3135,100011,Lump Sum,296947.53,15/10/2025,PENDING,Maharashtra
TXN103645,INV1063,100004,Lumpsum,174255.46,2025-07-27,Verified,Telangana
TXN109086,INV2811,100016,SIP,6853.46,04-11-2025,verified,Uttar Pradesh
TXN110461,INV3468,100021,S.I.P.,21888.16,06/12/2024,KYC Verified,Uttar Pradesh
TXN109335,INV1758,100009,Sip,21053.84,2025-11-28,pending,Delhi
TXN102712,INV4942,100015,lump sum,322292.09,01/04/2026,pending,Delhi
TXN104728,INV2926,100016,LUMPSUM,109255.19,2025-12-17,VERIFIED,Delhi
TXN111651,INV2564,100002,SIP,6040.6,31/12/2024,verified,Telangana
TXN109297,INV1429,100020,Redeem,166956.07,2024-10-03,Verified,Delhi
TXN106357,INV1737,100015,REDEMPTION,226605.97,22-04-2025,PENDING,Rajasthan
TXN107238,INV1923,100025,sip,8611.33,22-05-2025,Verified,Gujarat
TXN111218,INV4373,100010,Lumpsum,151187.62,05-02-2024,rejected,Kerala
TXN108014,INV2822,100025,Sip,9535.28,11/05/2025,verified,Tamil Nadu
TXN105265,INV4616,100005,S.I.P.,1183.79,15/06/2025,Verified,Delhi
TXN106374,INV4885,100022,Sip,9990.38,29-10-2024,Verified,Gujarat
TXN105398,INV4583,100022,LUMPSUM,167329.64,31/05/2025,KYC Verified,Uttar Pradesh
TXN113773,INV4674,100016,S.I.P.,3701.39,28-02-2026,verified,Rajasthan
TXN100485,INV3700,100020,sip,20572.48,18/02/2024,Verified,Rajasthan
TXN105640,INV4319,100016,SIP,8799.35,12-12-2024,VERIFIED,Telangana
TXN109111,INV4054,100001,sip,11211.89,18/01/2026,Verified,Karnataka
TXN113624,INV4060,100016,LUMPSUM,298399.15,11/04/2024,Verified,Rajasthan
TXN103834,INV2979,100025,sip,4857.83,26/07/2025,verified,Telangana
TXN113039,INV2506,100010,SIP,17711.74,10/06/2025,verified,West Bengal
TXN104746,INV1713,100020,lump sum,163061.84,2025-04-26,verified,Rajasthan
TXN105950,INV4973,100014,Lumpsum,186665.86,2024-02-01,verified,Rajasthan
TXN111092,INV2669,100019,SIP,7055.4,13-03-2026,verified,West Bengal
TXN101978,INV1298,100002,S.I.P.,22682.13,28/04/2025,KYC Verified,Delhi
TXN105086,INV3705,100016,sip,774.43,02-12-2024,Verified,Delhi
TXN112742,INV2638,100003,SIP,9258.2,2024-11-10,Verified,Uttar Pradesh
TXN110788,INV2270,100025,redeem,273958.19,30/07/2025,KYC Verified,West Bengal
TXN111515,INV2326,100014,Lumpsum,275229.75,24/10/2024,pending,Karnataka
TXN107759,INV2098,100017,sip,7192.58,2025-05-15,VERIFIED,Telangana
TXN113294,INV4781,100010,Redemption,245341.74,01-04-2025,KYC Verified,Karnataka
TXN100799,INV4053,100008,S.I.P.,9202.81,23/03/2024,KYC Verified,Uttar Pradesh
TXN113653,INV1696,100023,Lumpsum,432741.32,23-08-2024,Verified,Gujarat
TXN107609,INV1166,100021,redeem,98713.05,2024-03-15,KYC Verified,Kerala
TXN109774,INV4555,100022,Lumpsum,120699.09,31-01-2024,VERIFIED,Uttar Pradesh
TXN114017,INV3072,100018,Lumpsum,67766.27,26/11/2024,PENDING,Gujarat
TXN107089,INV4037,100004,Redeem,32832.68,24-05-2026,verified,Gujarat
TXN114255,INV2699,100005,LUMPSUM,245308.71,22-06-2025,VERIFIED,Delhi
TXN103736,INV1425,100018,lump sum,-150024.96,2026-05-14,Verified,Delhi
TXN111417,INV2380,100022,sip,5535.78,18-01-2024,Verified,Tamil Nadu
TXN103549,INV3551,100004,lump sum,39125.6,2025-04-10,pending,Tamil Nadu
TXN101333,INV4697,100020,Sip,15936.79,2024-10-15,VERIFIED,Telangana
TXN109867,INV2429,100010,Lump Sum,160281.86,01-01-2024,VERIFIED,Delhi
TXN102338,INV4619,100004,Lump Sum,426478.15,2024-05-01,pending,Rajasthan
TXN102657,INV2396,100001,SIP,9651.35,2025-07-31,Verified,West Bengal
TXN109938,INV3727,100017,SIP,22873.02,10-03-2025,VERIFIED,Rajasthan
TXN112463,INV1179,100019,Lumpsum,252432.25,2024-03-08,Verified,West Bengal
TXN101858,INV2207,100024,LUMPSUM,247532.76,30/09/2024,Verified,Karnataka
TXN105307,INV1629,100025,sip,4639.75,20-11-2024,verified,Uttar Pradesh
TXN108964,INV3511,100024,Lump Sum,483752.21,2024-10-31,VERIFIED,Telangana
TXN107130,INV1727,100006,SIP,7155.84,23/05/2025,KYC Verified,Maharashtra
TXN101002,INV4592,100014,Redeem,283396.22,31/05/2025,VERIFIED,Gujarat
TXN105503,INV4470,100016,Lump Sum,89818.37,22-07-2025,Pending,Tamil Nadu
TXN102972,INV4696,100024,lump sum,268944.4,2025-05-26,VERIFIED,Kerala
TXN110300,INV3939,100008,S.I.P.,20228.19,10/06/2026,verified,Maharashtra
TXN109160,INV2033,100002,Sip,17164.85,2025-11-11,KYC Verified,Uttar Pradesh
TXN101437,INV2004,100018,sip,3129.96,23-03-2026,Verified,Uttar Pradesh
TXN110403,INV2734,100006,lump sum,85870.91,08-12-2024,KYC Verified,Karnataka
TXN113737,INV3129,100012,SIP,7629.05,12/12/2024,VERIFIED,Rajasthan
TXN110381,INV4133,100008,REDEMPTION,80732.47,01/12/2024,verified,Kerala
TXN104873,INV1567,100002,sip,21462.93,21/01/2025,verified,Karnataka
TXN106478,INV4662,100005,S.I.P.,17639.47,2026-01-06,verified,Tamil Nadu
TXN107281,INV2404,100008,LUMPSUM,290027.65,2024-05-30,Verified,West Bengal
TXN100526,INV2630,100014,redeem,176142.35,2024-03-30,Verified,Kerala
TXN104142,INV4216,100020,sip,18176.39,18-02-2026,VERIFIED,Delhi
TXN102040,INV1359,100002,redeem,71086.03,13-03-2026,KYC Verified,Telangana
TXN100807,INV4454,100016,Sip,16023.99,30-10-2025,verified,Uttar Pradesh
TXN109573,INV4201,100010,sip,16850.08,2025-09-15,Verified,Tamil Nadu
TXN104784,INV1802,100020,lump sum,306484.16,19/04/2024,verified,Kerala
TXN110074,INV2226,100012,Lump Sum,382259.48,2026-05-22,verified,Gujarat
TXN100714,INV2453,100024,Redemption,48687.7,2025-03-05,Pending,Karnataka
TXN104816,INV4259,100003,Redeem,127738.18,06/01/2024,VERIFIED,Kerala
TXN110514,INV4404,100005,sip,20167.57,26-12-2025,Verified,Kerala
TXN100968,INV3361,100011,LUMPSUM,281280.65,01-09-2025,verified,Maharashtra
TXN101235,INV1055,100010,Sip,11976.53,2025-09-24,Verified,Rajasthan
TXN109779,INV1053,100024,REDEMPTION,174668.85,07-01-2026,KYC Verified,Telangana
TXN112905,INV2109,100013,S.I.P.,14602.96,07/06/2024,VERIFIED,Tamil Nadu
TXN112723,INV4943,100025,SIP,15914.66,01/06/2026,KYC Verified,West Bengal
TXN100767,INV1163,100019,Lumpsum,70961.97,2024-07-03,KYC Verified,Delhi
TXN108768,INV2401,100006,lump sum,437967.32,2026-04-14,pending,Delhi
TXN110225,INV4991,100013,LUMPSUM,484939.77,2024-10-11,KYC Verified,Uttar Pradesh
TXN100419,INV2065,100007,sip,17399.5,2025-04-11,Pending,Telangana
TXN107743,INV4042,100024,lump sum,21254.16,01-06-2024,Verified,Rajasthan
TXN110994,INV3317,100003,S.I.P.,18957.08,08/04/2026,Verified,Kerala
TXN114241,INV3000,100011,Sip,17007.55,2024-03-28,VERIFIED,Kerala
TXN113667,INV1148,100006,sip,12723.51,2025-01-05,Verified,Karnataka
TXN111237,INV3625,100017,Sip,11151.18,2024-06-01,Verified,Kerala
TXN108136,INV4072,100015,S.I.P.,19033.77,13-07-2024,verified,Rajasthan
TXN101344,INV4986,100003,Lumpsum,67424.44,2024-01-19,Verified,Kerala
TXN113923,INV4209,100019,sip,9413.81,31-01-2025,REJECTED,Tamil Nadu
TXN104735,INV3838,100024,Redeem,269729.01,08-04-2024,verified,Kerala
TXN105321,INV4057,100019,sip,17989.89,16/09/2025,Verified,Gujarat
TXN109172,INV4503,100002,Lumpsum,134030.86,17-06-2026,VERIFIED,Karnataka
TXN111398,INV4895,100012,Sip,22310.47,2025-06-01,KYC Verified,Gujarat
TXN109970,INV4919,100021,SIP,24549.27,2026-03-21,verified,Karnataka
TXN100187,INV4615,100003,Lumpsum,99839.01,2025-10-24,KYC Verified,West Bengal
TXN108432,INV2795,100017,SIP,15989.55,10/05/2025,Verified,Rajasthan
TXN107233,INV2101,100009,SIP,6369.01,2024-03-10,VERIFIED,Delhi
TXN109665,INV4438,100017,Redeem,255191.6,2024-03-05,VERIFIED,Rajasthan
TXN110554,INV3383,100004,S.I.P.,21360.46,2024-09-07,verified,Delhi
TXN111368,INV4442,100005,Redeem,118073.21,03/11/2024,VERIFIED,Maharashtra
TXN106032,INV3283,100024,Lump Sum,41598.14,2025-01-06,VERIFIED,Telangana
TXN112182,INV4642,100014,S.I.P.,5585.68,06/01/2026,verified,Tamil Nadu
TXN104919,INV1377,100011,SIP,16479.83,2024-10-28,rejected,Gujarat
TXN110956,INV3429,100004,S.I.P.,4881.99,22/04/2024,Verified,Uttar Pradesh
TXN102916,INV3207,100005,Sip,19680.97,2024-04-01,verified,Tamil Nadu
TXN100566,INV4437,100009,Redemption,170022.43,24-01-2024,verified,West Bengal
TXN113281,INV1536,100017,sip,20312.96,2025-10-03,Verified,Tamil Nadu
TXN109756,INV2910,100007,LUMPSUM,34211.27,2024-06-07,Verified,West Bengal
TXN103900,INV2870,100018,Lump Sum,405356.55,21-04-2026,Pending,Kerala
TXN103797,INV3769,100002,lump sum,321687.0,14-05-2026,verified,Delhi
TXN103811,INV3508,100003,S.I.P.,23466.28,2025-02-15,verified,Uttar Pradesh
TXN113355,INV2632,100009,S.I.P.,4484.51,03-01-2026,VERIFIED,Uttar Pradesh
TXN105539,INV1687,100017,Sip,3450.07,19/01/2026,Verified,Karnataka
TXN103666,INV3710,100016,SIP,9359.7,2026-03-03,Verified,Karnataka
TXN106436,INV4924,100002,lump sum,122077.47,20/01/2026,KYC Verified,Uttar Pradesh
TXN105264,INV4374,100005,SIP,1021.85,03/09/2025,VERIFIED,Gujarat
TXN110687,INV1325,100004,Sip,24273.0,2024-01-27,KYC Verified,Delhi
TXN101435,INV3137,100006,Sip,15555.71,09/10/2024,Verified,Maharashtra
TXN103054,INV1639,100014,LUMPSUM,426672.77,22-01-2024,Verified,West Bengal
TXN110577,INV4214,100009,S.I.P.,17581.55,15/04/2025,VERIFIED,Telangana
TXN108408,INV3604,100003,S.I.P.,9105.02,2024-04-22,verified,Karnataka
TXN105706,INV2217,100023,sip,1172.0,2025-12-02,VERIFIED,Kerala
TXN103411,INV2397,100008,S.I.P.,7529.65,25-12-2024,Verified,Karnataka
TXN114813,INV3473,100003,Lump Sum,241415.93,30/04/2024,PENDING,Gujarat
TXN111655,INV2078,100016,S.I.P.,18350.65,16-06-2026,verified,Delhi
TXN106109,INV2896,100014,sip,9941.85,12-10-2024,VERIFIED,Tamil Nadu
TXN105937,INV2581,100008,SIP,16965.44,07/11/2025,KYC Verified,Telangana
TXN109723,INV2283,100011,sip,23319.4,2024-01-31,KYC Verified,Maharashtra
TXN100805,INV2543,100001,Sip,21245.8,20/05/2025,PENDING,Gujarat
TXN112517,INV4475,100007,SIP,23620.16,27/06/2024,verified,Delhi
TXN103858,INV1644,100022,redeem,128816.51,28/03/2026,verified,Tamil Nadu
TXN107769,INV3701,100024,Redemption,194495.66,24-04-2026,Verified,West Bengal
TXN110073,INV2583,100024,sip,16432.26,2026-05-18,pending,Kerala
TXN111267,INV1179,100023,lump sum,208853.05,2025-01-22,REJECTED,Karnataka
TXN107874,INV1513,100005,sip,5703.3,2024-09-16,Verified,Rajasthan
TXN100663,INV3199,100011,Sip,11503.21,2024-05-06,KYC Verified,West Bengal
TXN104233,INV2608,100018,lump sum,270154.23,2025-09-03,KYC Verified,Telangana
TXN106290,INV1454,100009,S.I.P.,16427.77,12-01-2026,VERIFIED,Delhi
TXN108228,INV2180,100014,Redeem,62834.66,2025-09-30,Verified,Rajasthan
TXN111984,INV1918,100021,sip,11923.72,24-02-2026,PENDING,Uttar Pradesh
TXN103923,INV1471,100016,redeem,87064.25,19-05-2026,KYC Verified,Gujarat
TXN101374,INV3072,100021,redeem,56314.91,21-01-2025,verified,Rajasthan
TXN106244,INV3510,100024,S.I.P.,17974.36,20/05/2024,Verified,Tamil Nadu
TXN113891,INV4722,100010,redeem,147241.67,24/09/2025,Verified,West Bengal
TXN101120,INV4089,100003,sip,2687.5,04/11/2024,VERIFIED,Tamil Nadu
TXN113489,INV4439,100025,redeem,56449.89,2025-06-09,verified,Telangana
TXN110205,INV1734,100001,SIP,15968.66,2026-05-01,VERIFIED,Tamil Nadu
TXN107016,INV1554,100013,LUMPSUM,453871.25,18/07/2025,KYC Verified,Maharashtra
TXN112708,INV2180,100003,Sip,15654.4,28/08/2024,verified,Gujarat
TXN102267,INV4666,100003,Redemption,173558.03,20/04/2024,verified,Uttar Pradesh
TXN106887,INV4125,100010,lump sum,-361455.0,19-09-2024,Verified,Gujarat
TXN103320,INV3311,100007,sip,15023.1,2026-06-10,Verified,Uttar Pradesh
TXN106684,INV2365,100002,sip,3986.33,22-03-2024,verified,Rajasthan
TXN112154,INV4317,100019,LUMPSUM,265915.0,12/02/2025,KYC Verified,Tamil Nadu
TXN113108,INV3452,100025,Lump Sum,345109.98,2025-05-17,VERIFIED,Tamil Nadu
TXN106958,INV4375,100006,SIP,9920.09,09-04-2026,VERIFIED,Kerala
TXN108765,INV3718,100006,Sip,15050.09,03/01/2024,Verified,West Bengal
TXN104805,INV1723,100002,sip,12131.35,25/07/2024,KYC Verified,Tamil Nadu
TXN103813,INV1181,100009,redeem,124373.28,2025-07-20,rejected,Rajasthan
TXN105794,INV2494,100010,Sip,1460.0,22-10-2025,Verified,West Bengal
TXN105703,INV1891,100009,S.I.P.,1169.26,20/03/2026,VERIFIED,Karnataka
TXN108500,INV1116,100016,SIP,13549.0,15/01/2025,VERIFIED,Telangana
TXN105781,INV2486,100023,redeem,275653.47,08/07/2025,KYC Verified,Delhi
TXN104471,INV1155,100004,Lump Sum,143700.42,04/06/2024,Verified,Delhi
TXN102123,INV4641,100016,S.I.P.,8433.55,26/11/2024,verified,Rajasthan
TXN110540,INV2183,100022,SIP,7852.26,2025-12-22,verified,Karnataka
TXN114144,INV3855,100003,S.I.P.,11890.57,17-11-2024,KYC Verified,Delhi
TXN114602,INV3555,100003,SIP,5567.37,2024-10-18,KYC Verified,Rajasthan
TXN106229,INV3936,100020,S.I.P.,1402.4,19-06-2026,KYC Verified,Maharashtra
TXN107548,INV2933,100014,Redeem,180066.21,2024-12-31,KYC Verified,Kerala
TXN100266,INV3277,100019,Redemption,277516.84,12-04-2024,verified,Uttar Pradesh
TXN100159,INV2745,100020,Lumpsum,55551.23,20/11/2025,VERIFIED,Rajasthan
TXN100686,INV4910,100001,SIP,561.14,17-10-2024,Verified,Telangana
TXN104417,INV3337,100006,LUMPSUM,472097.18,2024-05-05,Verified,Karnataka
TXN114049,INV3533,100019,Lumpsum,154988.32,22/02/2026,VERIFIED,Gujarat
TXN101505,INV4592,100012,SIP,5284.54,2026-06-03,VERIFIED,Maharashtra
TXN101521,INV3372,100021,Sip,22904.64,17/03/2025,VERIFIED,Gujarat
TXN100596,INV1929,100012,sip,18542.21,2025-02-25,Rejected,Uttar Pradesh
TXN102112,INV3250,100011,SIP,12685.42,06/11/2025,Rejected,Gujarat
TXN109266,INV2041,100017,Redemption,132285.99,2025-11-16,VERIFIED,Gujarat
TXN109060,INV3826,100024,Sip,19467.74,2026-05-15,KYC Verified,Uttar Pradesh
TXN107803,INV4489,100018,Lump Sum,267960.37,06/07/2025,verified,Rajasthan
TXN100574,INV2926,100008,Lumpsum,26318.38,13/09/2024,VERIFIED,Gujarat
TXN105030,INV2979,100009,Sip,1068.26,10-03-2024,KYC Verified,Delhi
TXN104589,INV3055,100016,lump sum,113743.03,20-01-2024,verified,Uttar Pradesh
TXN108144,INV1512,100013,sip,17747.22,27/07/2024,VERIFIED,Maharashtra
TXN105274,INV4934,100009,Lump Sum,391112.9,31/05/2024,verified,Gujarat
TXN113300,INV3914,100004,sip,7767.71,2024-10-21,VERIFIED,West Bengal
TXN112028,INV2390,100019,SIP,13231.55,11-05-2025,PENDING,Tamil Nadu
TXN102689,INV4241,100023,S.I.P.,24370.44,2024-01-10,PENDING,Delhi
TXN111905,INV4787,100010,redeem,21181.38,06/04/2026,Verified,Tamil Nadu
TXN101922,INV1728,100007,sip,21795.4,2024-05-02,VERIFIED,Tamil Nadu
TXN100770,INV2399,100008,sip,16387.84,15-05-2026,Pending,Rajasthan
TXN107967,INV1088,100007,Redemption,112806.57,2026-01-06,KYC Verified,Tamil Nadu
TXN112084,INV2430,100005,SIP,15185.65,2024-04-13,KYC Verified,Rajasthan
TXN109332,INV4139,100021,sip,3496.68,06-01-2025,PENDING,Uttar Pradesh
TXN100838,INV2585,100012,sip,2633.09,29-01-2026,verified,Maharashtra
TXN113373,INV4174,100024,S.I.P.,16489.16,2024-03-05,Verified,Delhi
TXN101007,INV1586,100018,Redemption,89498.98,30/06/2024,KYC Verified,West Bengal
TXN113254,INV2235,100023,Lump Sum,252266.25,21/01/2025,KYC Verified,Kerala
TXN107603,INV1086,100019,LUMPSUM,413855.0,2026-05-10,verified,West Bengal
TXN102399,INV1253,100012,Lump Sum,322074.13,2026-01-18,VERIFIED,Kerala
TXN104573,INV1634,100008,SIP,5291.15,05-04-2024,Verified,Tamil Nadu
TXN100947,INV1277,100018,SIP,15105.22,04-10-2024,KYC Verified,Maharashtra
TXN106932,INV4329,100024,SIP,13435.3,08-06-2024,Verified,Tamil Nadu
TXN102990,INV3074,100020,Sip,4069.81,2025-07-18,Rejected,Uttar Pradesh
TXN104633,INV4773,100001,Sip,19032.76,19-07-2024,VERIFIED,Maharashtra
TXN105226,INV4549,100004,LUMPSUM,342729.79,09-04-2026,Verified,Kerala
TXN111822,INV3870,100012,REDEMPTION,269348.43,08/11/2024,VERIFIED,Karnataka
TXN101535,INV2822,100004,lump sum,448186.95,26/11/2025,KYC Verified,Maharashtra
TXN107587,INV2453,100017,S.I.P.,10899.67,2024-02-16,PENDING,Maharashtra
TXN106946,INV1208,100010,LUMPSUM,114989.2,27/05/2024,Pending,Telangana
TXN113241,INV1043,100005,Sip,20023.37,10/01/2025,VERIFIED,Rajasthan
TXN106748,INV2501,100020,REDEMPTION,78369.68,2025-09-11,VERIFIED,West Bengal
TXN109522,INV3272,100005,SIP,14133.82,2025-08-15,VERIFIED,Uttar Pradesh
TXN100546,INV4574,100015,Redeem,87785.11,05/12/2024,VERIFIED,Gujarat
TXN110202,INV3140,100016,lump sum,428375.14,01/09/2024,verified,Delhi
TXN103911,INV1700,100016,S.I.P.,24001.35,25/07/2024,VERIFIED,Maharashtra
TXN109185,INV3480,100020,SIP,24130.21,25/07/2025,KYC Verified,Gujarat
TXN106814,INV2064,100003,LUMPSUM,68166.55,2026-03-16,VERIFIED,Delhi
TXN103225,INV2710,100019,sip,24949.94,2025-03-19,KYC Verified,Kerala
TXN104441,INV2120,100021,Lumpsum,29430.25,2025-10-08,verified,West Bengal
TXN107145,INV4845,100013,sip,894.87,18-08-2024,KYC Verified,Karnataka
TXN105704,INV3727,100003,Redemption,196955.2,13/08/2025,VERIFIED,Maharashtra
TXN105186,INV4195,100021,REDEMPTION,111076.92,2024-09-17,VERIFIED,Tamil Nadu
TXN103444,INV3430,100023,Sip,8586.73,2025-10-05,KYC Verified,Rajasthan
TXN113998,INV1909,100013,Lumpsum,197429.76,27-09-2024,VERIFIED,West Bengal
TXN104199,INV2197,100004,LUMPSUM,444211.53,27/09/2024,VERIFIED,Karnataka
TXN111770,INV1139,100018,S.I.P.,23386.42,2025-11-17,Pending,Gujarat
TXN109608,INV1757,100022,SIP,14760.07,17-04-2026,verified,Tamil Nadu
TXN114814,INV2439,100003,REDEMPTION,70512.64,2024-05-19,Verified,Uttar Pradesh
TXN105161,INV1417,100004,Lump Sum,394193.66,23-01-2025,KYC Verified,Tamil Nadu
TXN108984,INV2964,100010,lump sum,254480.22,18/04/2025,KYC Verified,West Bengal
TXN102118,INV3193,100005,lump sum,441288.54,31/12/2024,Verified,Tamil Nadu
TXN113663,INV4366,100012,Redeem,45655.37,13/09/2024,pending,Uttar Pradesh
